animal,1,1,1,0.00000387521930582333
animal,1,1,0,0.0000014086265565847205
animal,1,0,1,0.0000017170628607061707
animal,1,0,0,0.0000012363397817775793
animal,0,1,1,9.465306488663036e-7
animal,0,1,0,5.734378442461012e-7
animal,0,0,1,6.896151534945613e-7
animal,0,0,0,4.601252120665422e-7
person,1,1,1,0.16278501944178517
person,1,1,0,0.13499343056466234
person,1,0,1,0.13664775992321618
person,1,0,0,0.1182535260309159
person,0,1,1,0.13252731800370846
person,0,1,0,0.11134046533088177
person,0,0,1,0.11102892049208954
person,0,0,0,0.09241265325537722
