animal,0,0,0,0.0000032588462093989397
animal,0,0,1,0.000006480765282085493
animal,0,1,0,0.000006405654652055348
animal,0,1,1,0.000012732859679865331
animal,1,0,0,0.00000877005852919422
animal,1,0,1,0.00001733802168371182
animal,1,1,0,0.000017133906186997477
animal,1,1,1,0.00003386477149826274
person,0,0,0,0.11025089036427696
person,0,0,1,0.10892745965015219
person,0,1,0,0.10524073299529328
person,0,1,1,0.10392957219314748
person,1,0,0,0.14797059642566032
person,1,0,1,0.14533336108618689
person,1,1,0,0.14038846356752904
person,1,1,1,0.13785293883403218
