animal,1,1,1,0.00000303046360195904
animal,1,1,0,0.000001911113951619992
animal,1,0,1,0.0000014475711410252595
animal,1,0,0,7.301226221329717e-7
animal,0,1,1,0.0000016824921717774842
animal,0,1,0,0.0000010024373052933991
animal,0,0,1,6.44344268268235e-7
animal,0,0,0,3.4652700066044016e-7
person,1,1,1,0.22057497709043847
person,1,1,0,0.1365082265607951
person,1,0,1,0.14263929267305797
person,1,0,0,0.0863830626880721
person,0,1,1,0.1258945755216475
person,0,1,0,0.1284579890297637
person,0,0,1,0.08907491806983087
person,0,0,0,0.07045616329433162
