animal,1,1,1,0.000025438909641511915
animal,1,1,0,0.000008431378961704275
animal,1,0,1,0.000014728176054857374
animal,1,0,0,0.000007542290151829522
animal,0,1,1,0.00001968256725743865
animal,0,1,0,0.000007483050016474149
animal,0,0,1,0.000011763999865962214
animal,0,0,0,0.000006611504937698533
person,1,1,1,0.09087067455765506
person,1,1,0,0.11949821917956732
person,1,0,1,0.12746625234516226
person,1,0,0,0.1524714449261207
person,0,1,1,0.10302459472635589
person,0,1,0,0.12649916718765247
person,0,0,1,0.11659490068032308
person,0,0,0,0.16347306452027568
