animal,1,1,1,0.0000042608175408139695
animal,1,1,0,0.0000025786602174229964
animal,1,0,1,0.0000016444237830651685
animal,1,0,0,0.0000012022966168564923
animal,0,1,1,6.781933513924074e-7
animal,0,1,0,3.11226383392706e-7
animal,0,0,1,3.48704210934812e-7
animal,0,0,0,2.552145851958709e-7
person,1,1,1,0.21933436493334335
person,1,1,0,0.2347022787213505
person,1,0,1,0.1709896551595369
person,1,0,0,0.16601164119111267
person,0,1,1,0.047596237036324734
person,0,1,0,0.0540521777524971
person,0,0,1,0.0511219328606652
person,0,0,0,0.05618043280848037
