animal,1,1,1,0.0000040257797479683585
animal,1,1,0,0.0000012355076511547997
animal,1,0,1,0.0000016946347214556625
animal,1,0,0,0.0000011423193002702346
animal,0,1,1,9.201328435244426e-7
animal,0,1,0,4.2546613396682666e-7
animal,0,0,1,5.658240730269291e-7
animal,0,0,0,3.327164261385708e-7
person,1,1,1,0.13325304483996755
person,1,1,0,0.11777232690214036
person,1,0,1,0.11258722556505363
person,1,0,0,0.11125021726224485
person,0,1,1,0.14236597309727117
person,0,1,0,0.13447970806854842
person,0,0,1,0.12410792578142663
person,0,0,0,0.12417323610244974
