animal,1,1,1,0.00000606767032226065
animal,1,1,0,0.0000021260286239977627
animal,1,0,1,0.0000018844532699022859
animal,1,0,0,8.055060860793595e-7
animal,0,1,1,0.0000023123694689495492
animal,0,1,0,7.740679030489724e-7
animal,0,0,1,5.676102771258173e-7
animal,0,0,0,1.57030808498391e-7
person,1,1,1,0.10332816604122001
person,1,1,0,0.08924255537656405
person,1,0,1,0.10605084806152364
person,1,0,0,0.10807400502030023
person,0,1,1,0.170746770399618
person,0,1,0,0.13440517802038052
person,0,0,1,0.16175633764467073
person,0,0,0,0.12638144469896295
