animal,0,0,0,2.2362225826085248e-7
animal,0,0,1,0.0000010187910456906172
animal,0,1,0,0.000001628876236629455
animal,0,1,1,0.000006349104433596973
animal,1,0,0,0.0000066739421574553066
animal,1,0,1,0.00002514563741204826
animal,1,1,0,0.000035549799311870776
animal,1,1,1,0.00012795375214969074
person,0,0,0,0.20622194939452995
person,0,0,1,0.307258910652386
person,0,1,0,0.12246037590671241
person,0,1,1,0.1561059582932598
person,1,0,0,0.06537879255728336
person,1,0,1,0.0805594726229247
person,1,1,0,0.028390906036687414
person,1,1,1,0.033419091011211266
