categoryID,qud,category,f1,f2,f3,prob
4,1,ant,1,0,0,0.00013687628021795832
4,1,ant,0,1,1,0.00018939958472769935
4,1,ant,0,1,0,0.00018632469467641123
4,1,ant,0,0,1,0.00009740388310767788
4,1,ant,0,0,0,0.00011183128148075763
4,1,person,1,1,1,0.11243145653027721
4,1,person,1,1,0,0.1279179492944454
4,1,person,1,0,1,0.11666311847779294
4,1,person,1,0,0,0.1341765435368809
4,1,person,0,1,1,0.10580925129423945
4,1,person,0,1,0,0.13951353603159602
4,1,person,0,0,1,0.11410088578111928
4,1,person,0,0,0,0.13958529697430394
4,1,lion,1,1,1,0.00031369529551373513
4,1,lion,1,1,0,0.00024705362382586684
4,1,lion,1,0,1,0.00018758967009541028
4,1,lion,1,0,0,0.00012839180597976402
4,1,lion,0,1,1,0.00019261574524904863
4,1,lion,0,1,0,0.00013365415045616928
4,1,lion,0,0,1,0.00010855085573204396
4,1,lion,0,0,0,0.00008139760346061048
4,1,hamster,1,1,1,0.0002739577436505218
4,1,hamster,1,1,0,0.00028109502938276535
4,1,hamster,1,0,1,0.00018399023378715265
4,1,hamster,1,0,0,0.0001850093343897034
4,1,hamster,0,1,1,0.00016175503703684806
4,1,hamster,0,1,0,0.0001524742846458006
4,1,hamster,0,0,1,0.00008259004300174341
4,1,hamster,0,0,0,0.00007618550821846901
4,1,bull,1,1,1,0.00025475555411102574
4,1,bull,1,1,0,0.00022410694208893506
4,1,bull,1,0,1,0.00018406947631483689
4,1,bull,1,0,0,0.00015681187430230997
4,1,bull,0,1,1,0.00018413812045597192
4,1,bull,0,1,0,0.00016121292772350909
4,1,bull,0,0,1,0.00012131973863393454
4,1,bull,0,0,0,0.00011933346568880022
4,1,beaver,1,1,1,0.0003183586246721442
4,1,beaver,1,1,0,0.00025358585563312833
4,1,beaver,1,0,1,0.00021427263318265282
4,1,beaver,1,0,0,0.00016415481646897925
4,1,beaver,0,1,1,0.00013853040485739464
4,1,beaver,0,1,0,0.00008962324715089044
4,1,beaver,0,0,1,0.00013470074533962527
4,1,beaver,0,0,0,0.00006778753837814637
4,1,mouse,1,1,1,0.0003539717838449166
4,1,mouse,1,1,0,0.00023738527526105365
4,1,mouse,1,0,1,0.0001449770373261012
4,1,mouse,1,0,0,0.00013170549139616733
4,1,mouse,0,1,1,0.00015061908569555992
4,1,mouse,0,1,0,0.00016840486380496133
4,1,mouse,0,0,1,0.00009980675190657331
4,1,mouse,0,0,0,0.00011281456279531292
5,1,eagle,1,1,1,0.00026659130671428423
5,1,eagle,1,1,0,0.00023899361402526337
5,1,eagle,1,0,1,0.00018008314368202447
5,1,eagle,1,0,0,0.00017553920893239943
5,1,eagle,0,1,1,0.00017504493971611643
5,1,eagle,0,1,0,0.00017858507715532557
5,1,eagle,0,0,1,0.00011751283908759764
5,1,eagle,0,0,0,0.00009617237820672452
5,1,horse,1,1,1,0.0003071963420555899
5,1,horse,1,1,0,0.0002686119507823085
5,1,horse,1,0,1,0.0001798543706237779
5,1,horse,1,0,0,0.00017189166640363686
5,1,horse,0,1,1,0.0001490321641445495
5,1,horse,0,1,0,0.00011895535951072226
5,1,horse,0,0,1,0.00013164842994022147
5,1,horse,0,0,0,0.00009875279822194036
5,1,target,1,1,1,0.0002657094878637254
5,1,target,1,1,0,0.00025371995138955705
5,1,target,1,0,1,0.0001730234600452151
5,1,target,1,0,0,0.00017406889606154976
5,1,target,0,1,1,0.00015955315616613725
5,1,target,0,1,0,0.00015259502812386448
5,1,target,0,0,1,0.00012575240463291008
5,1,target,0,0,0,0.00012384688453703446
5,1,gazelle,1,1,1,0.00026520574854893515
5,1,gazelle,1,1,0,0.0002533927326816967
5,1,gazelle,1,0,1,0.0001487154919475509
5,1,gazelle,1,0,0,0.00015308234038618074
5,1,gazelle,0,1,1,0.00018993604262240415
5,1,gazelle,0,1,0,0.00018633799243526037
5,1,gazelle,0,0,1,0.00012532431019827663
5,1,gazelle,0,0,0,0.0001083608992546279
5,1,swan,1,1,1,0.00027678461388724315
5,1,swan,1,1,0,0.00024439749609381353
5,1,swan,1,0,1,0.00018013778573624758
5,1,swan,1,0,0,0.00018611221071183768
5,1,swan,0,1,1,0.0001406103976545219
5,1,swan,0,1,0,0.00013245196898026507
5,1,swan,0,0,1,0.00014149400763339734
5,1,swan,0,0,0,0.00012499403897512417
5,1,person,1,1,1,0.13695218607543486
5,1,person,1,1,0,0.14572523647945568
5,1,person,1,0,1,0.1363822570483882
5,1,person,1,0,0,0.1541737449958088
5,1,person,0,1,1,0.09955458697532928
5,1,person,0,1,0,0.10376006667076755
5,1,person,0,0,1,0.09644037153678352
5,1,person,0,0,0,0.11701698359254935
5,1,hamster,1,1,1,0.00031331105333727116
5,1,hamster,1,1,0,0.00025222673701783373
5,1,hamster,1,0,1,0.00015907400900323502
5,1,hamster,1,0,0,0.0001611565671803572
5,1,hamster,0,1,1,0.00013495274869700078
5,1,hamster,0,1,0,0.00014073241976960178
5,1,hamster,0,0,1,0.00014230873823762726
5,1,hamster,0,0,0,0.00012368392396681923
5,1,mouse,1,1,1,0.0002859170568428163
5,1,mouse,1,1,0,0.00027690001163064513
5,1,mouse,1,0,1,0.00018004251806846613
5,1,mouse,1,0,0,0.0001639130289942213
5,1,mouse,0,1,1,0.00014339397985681509
5,1,mouse,0,1,0,0.00013411612095600827
5,1,mouse,0,0,1,0.00012176201156326475
5,1,mouse,0,0,0,0.00012100276459082492
6,1,target,1,1,1,0.00041061359624162155
6,1,target,1,1,0,0.0002281152073486453
6,1,target,1,0,1,0.00018224379654133255
6,1,target,1,0,0,0.0001503932459395917
6,1,target,0,1,1,0.00017868465241628953
6,1,target,0,1,0,0.00011797440741926931
6,1,target,0,0,1,0.00009721750760511533
6,1,target,0,0,0,0.00008246329658431176
6,1,gorilla,1,1,1,0.0004575634120587496
6,1,gorilla,1,1,0,0.00022820295210763603
6,1,gorilla,1,0,1,0.00016222898466573666
6,1,gorilla,1,0,0,0.00014345939237670824
6,1,gorilla,0,1,1,0.0001872812515937582
6,1,gorilla,0,1,0,0.00011753423099329761
6,1,gorilla,0,0,1,0.00008780968484943911
6,1,gorilla,0,0,0,0.00006575448519331302
6,1,elephant,1,1,1,0.000418210401492217
6,1,elephant,1,1,0,0.0002077007168848556
6,1,elephant,1,0,1,0.00018628516421084773
6,1,elephant,1,0,0,0.000128262677964532
6,1,elephant,0,1,1,0.00015721323560428325
6,1,elephant,0,1,0,0.0001347176443187824
6,1,elephant,0,0,1,0.00011764232805609527
6,1,elephant,0,0,0,0.00009583155722008644
6,1,bear,1,1,1,0.0003996072236104022
6,1,bear,1,1,0,0.0002363751009148225
6,1,bear,1,0,1,0.00018132663352678148
6,1,bear,1,0,0,0.0001469563794318481
6,1,bear,0,1,1,0.00016410992433334281
6,1,bear,0,1,0,0.00012408501690891423
6,1,bear,0,0,1,0.00011210824651301035
6,1,bear,0,0,0,0.00008239843235533475
6,1,person,1,1,1,0.12901983080672316
6,1,person,1,1,0,0.14192730508034182
6,1,person,1,0,1,0.11384781428711675
6,1,person,1,0,0,0.12305988582960797
6,1,person,0,1,1,0.1222780004635189
6,1,person,0,1,0,0.12981676626176392
6,1,person,0,0,1,0.10586610731541715
6,1,person,0,0,0,0.12403317079453782
6,1,lion,1,1,1,0.0005968401561471082
6,1,lion,1,1,0,0.0002814303368264929
6,1,lion,1,0,1,0.00010995854461542003
6,1,lion,1,0,0,0.00011005288782893306
6,1,lion,0,1,1,0.0001031471133680181
6,1,lion,0,1,0,0.00010214865695435941
6,1,lion,0,0,1,0.00007789173028148011
6,1,lion,0,0,0,0.00007517054581746894
6,1,ox,1,1,1,0.0004745817570556703
6,1,ox,1,1,0,0.00021615109834101755
6,1,ox,1,0,1,0.00015879558228220952
6,1,ox,1,0,0,0.00012717352630582884
6,1,ox,0,1,1,0.00018696139677035664
6,1,ox,0,1,0,0.0001185766048599096
6,1,ox,0,0,1,0.00009849748274966598
6,1,ox,0,0,0,0.00006869951836726353
6,1,boar,1,1,1,0.00048003148772929793
6,1,boar,1,1,0,0.00022916438809417552
6,1,boar,1,0,1,0.00018808054967570909
6,1,boar,1,0,0,0.0001871438666136221
6,1,boar,0,1,1,0.00011587180136346189
6,1,boar,0,1,0,0.00007651125825067188
6,1,boar,0,0,1,0.00010937944290012776
6,1,boar,0,0,0,0.00006848864049334689
7,1,eagle,1,1,1,0.0003223647313626035
7,1,eagle,1,1,0,0.00008527127074480259
7,1,eagle,1,0,1,0.0003450729009455406
7,1,eagle,1,0,0,0.00009045163989809785
7,1,eagle,0,1,1,0.0002441624699513618
7,1,eagle,0,1,0,0.000060215551039093775
7,1,eagle,0,0,1,0.00026490100035423596
7,1,eagle,0,0,0,0.0000560158602138847
7,1,target,1,1,1,0.0003628155464285762
7,1,target,1,1,0,0.0001251775545070814
7,1,target,1,0,1,0.00032063037361727733
7,1,target,1,0,0,0.000120716975070118
7,1,target,0,1,1,0.00019970001406447943
7,1,target,0,1,0,0.00008355406266872507
7,1,target,0,0,1,0.00018444854757975967
7,1,target,0,0,0,0.00007917829491245911
7,1,sloth,1,1,1,0.00035653467285585744
7,1,sloth,1,1,0,0.0001175189951827229
7,1,sloth,1,0,1,0.00033533226573219003
7,1,sloth,1,0,0,0.00011729910353689469
7,1,sloth,0,1,1,0.00018165005729469245
7,1,sloth,0,1,0,0.00008681872155187845
7,1,sloth,0,0,1,0.0001932173066883102
7,1,sloth,0,0,0,0.00008646213457342642
7,1,dog,1,1,1,0.0002925813605300855
7,1,dog,1,1,0,0.00014188352206173592
7,1,dog,1,0,1,0.00026070571143461014
7,1,dog,1,0,0,0.00015478948980844818
7,1,dog,0,1,1,0.00020805486366459202
7,1,dog,0,1,0,0.00010285184762539971
7,1,dog,0,0,1,0.00020434113747719144
7,1,dog,0,0,0,0.00008984724355523929
7,1,person,1,1,1,0.14402869369576607
7,1,person,1,1,0,0.13150179046625043
7,1,person,1,0,1,0.1413252228743121
7,1,person,1,0,0,0.13042004269201543
7,1,person,0,1,1,0.12198172636067527
7,1,person,0,1,0,0.10468393328612496
7,1,person,0,0,1,0.11427592065717464
7,1,person,0,0,0,0.10149415827522146
7,1,rabbit,1,1,1,0.00032319345453820183
7,1,rabbit,1,1,0,0.0001291240018109615
7,1,rabbit,1,0,1,0.00030351877355047917
7,1,rabbit,1,0,0,0.00012957418474564684
7,1,rabbit,0,1,1,0.00022754622243170326
7,1,rabbit,0,1,0,0.00007908094859655734
7,1,rabbit,0,0,1,0.00021401595655315658
7,1,rabbit,0,0,0,0.00006318145630006872
7,1,kitten,1,1,1,0.00032590228151351084
7,1,kitten,1,1,0,0.00016872547482369192
7,1,kitten,1,0,1,0.00026749786403540616
7,1,kitten,1,0,0,0.0001598676649022772
7,1,kitten,0,1,1,0.00019152647862362613
7,1,kitten,0,1,0,0.00011654861169409771
7,1,kitten,0,0,1,0.00016404179570103422
7,1,kitten,0,0,0,0.0000735368242679823
7,1,cheetah,1,1,1,0.00036705716401365444
7,1,cheetah,1,1,0,0.00010480440434920034
7,1,cheetah,1,0,1,0.00035143410315882395
7,1,cheetah,1,0,0,0.00008208260353739414
7,1,cheetah,0,1,1,0.00021617419837125952
7,1,cheetah,0,1,0,0.00006656041513799305
7,1,cheetah,0,0,1,0.00021118770341693884
7,1,cheetah,0,0,0,0.00007776387945459027
8,1,hippo,1,1,1,0.0004719236615796323
8,1,hippo,1,1,0,0.000212490929566394
8,1,hippo,1,0,1,0.0002690930414346852
8,1,hippo,1,0,0,0.00017484175700687498
8,1,hippo,0,1,1,0.0001480529601795959
8,1,hippo,0,1,0,0.00009519242130189912
8,1,hippo,0,0,1,0.00008679640018744275
8,1,hippo,0,0,0,0.000055631181971912964
8,1,target,1,1,1,0.00043389122698164013
8,1,target,1,1,0,0.00021330172922531823
8,1,target,1,0,1,0.00029896790760567846
8,1,target,1,0,0,0.00015629450416091304
8,1,target,0,1,1,0.00012136839705930775
8,1,target,0,1,0,0.00009745984728527124
8,1,target,0,0,1,0.00008618380112932617
8,1,target,0,0,0,0.00009731097423743267
8,1,sloth,1,1,1,0.0003632403514752385
8,1,sloth,1,1,0,0.00019156119609688236
8,1,sloth,1,0,1,0.0002444533011294305
8,1,sloth,1,0,0,0.00016684506003618449
8,1,sloth,0,1,1,0.00018091108726362744
8,1,sloth,0,1,0,0.00010927123861429158
8,1,sloth,0,0,1,0.00011395207908234822
8,1,sloth,0,0,0,0.0001054961450917411
8,1,dog,1,1,1,0.00038656510301978667
8,1,dog,1,1,0,0.0002349631137993826
8,1,dog,1,0,1,0.0002945195075115299
8,1,dog,1,0,0,0.00021856788792085254
8,1,dog,0,1,1,0.00013303580231675434
8,1,dog,0,1,0,0.0000868444090485916
8,1,dog,0,0,1,0.0000876123181471671
8,1,dog,0,0,0,0.00006841996458941625
8,1,pig,1,1,1,0.0003912328634620757
8,1,pig,1,1,0,0.00018457000630159396
8,1,pig,1,0,1,0.0003110805808631559
8,1,pig,1,0,0,0.00018053699899948827
8,1,pig,0,1,1,0.00011475948906178264
8,1,pig,0,1,0,0.00009096350547172783
8,1,pig,0,0,1,0.00012450985236722205
8,1,pig,0,0,0,0.00009657608476214638
8,1,person,1,1,1,0.15573211708164028
8,1,person,1,1,0,0.11455129845990154
8,1,person,1,0,1,0.14418524774725178
8,1,person,1,0,0,0.12420420669244553
8,1,person,0,1,1,0.11173512868617894
8,1,person,0,1,0,0.11005441752571227
8,1,person,0,0,1,0.11011952387253458
8,1,person,0,0,0,0.1188829333656097
8,1,ox,1,1,1,0.00039820519635955253
8,1,ox,1,1,0,0.00024531162126434076
8,1,ox,1,0,1,0.000320952067949986
8,1,ox,1,0,0,0.0002112063639689117
8,1,ox,0,1,1,0.00010907525912113152
8,1,ox,0,1,0,0.00007333978910585408
8,1,ox,0,0,1,0.00010886768691221892
8,1,ox,0,0,0,0.000051924332530117455
8,1,cat,1,1,1,0.0004462552808157472
8,1,cat,1,1,0,0.00020185666329154619
8,1,cat,1,0,1,0.0002962436469063768
8,1,cat,1,0,0,0.00021635887314585062
8,1,cat,0,1,1,0.00013081490155855992
8,1,cat,0,1,0,0.00006120091365774006
8,1,cat,0,0,1,0.00010044086259216593
8,1,cat,0,0,0,0.00006378442219973428
9,1,person,1,1,1,0.13649043800567406
9,1,person,1,1,0,0.11734036016608486
9,1,person,1,0,1,0.09633405660985242
9,1,person,1,0,0,0.1110039162405783
9,1,person,0,1,1,0.1280908955688064
9,1,person,0,1,0,0.12183876783638288
9,1,person,0,0,1,0.11482191710221412
9,1,person,0,0,0,0.1644508226864063
9,1,eagle,1,1,1,0.0006371767589721723
9,1,eagle,1,1,0,0.00034993560055155705
9,1,eagle,1,0,1,0.0003887996496717329
9,1,eagle,1,0,0,0.000285114141884014
9,1,eagle,0,1,1,0.00023436734814671475
9,1,eagle,0,1,0,0.00015832691890631096
9,1,eagle,0,0,1,0.00016742162122112314
9,1,eagle,0,0,0,0.00015870920836767152
9,1,dolphin,1,1,1,0.0006463095537831479
9,1,dolphin,1,1,0,0.00039024520674051045
9,1,dolphin,1,0,1,0.0003424363877681277
9,1,dolphin,1,0,0,0.0002335468814176815
9,1,dolphin,0,1,1,0.00021894396739826857
9,1,dolphin,0,1,0,0.00019713066574592592
9,1,dolphin,0,0,1,0.00015276209641975567
9,1,dolphin,0,0,0,0.00020120168934472347
9,1,target,1,1,1,0.0004809231226045786
9,1,target,1,1,0,0.00028937456272665896
9,1,target,1,0,1,0.00035839419431655937
9,1,target,1,0,0,0.0002678310890650654
9,1,target,0,1,1,0.00025840877337782766
9,1,target,0,1,0,0.0002498511336505683
9,1,target,0,0,1,0.00023206056771708767
9,1,target,0,0,0,0.0003115375707817369
9,1,cat,1,1,1,0.0005733125795424796
9,1,cat,1,1,0,0.00030185647736350927
9,1,cat,1,0,1,0.00034508594258434567
9,1,cat,1,0,0,0.00025907688912967316
9,1,cat,0,1,1,0.0002772444578526089
9,1,cat,0,1,0,0.00023036125978025107
9,1,cat,0,0,1,0.0002157218933914108
9,1,cat,0,0,0,0.00021535757377684345
10,1,person,1,1,1,0.18055269419263947
10,1,person,1,1,0,0.15349140299877786
10,1,person,1,0,1,0.12639533240354006
10,1,person,1,0,0,0.15786700014060984
10,1,person,0,1,1,0.1059810373437285
10,1,person,0,1,0,0.09304076506846423
10,1,person,0,0,1,0.08366552998776207
10,1,person,0,0,0,0.08847828832132008
10,1,kitten,1,1,1,0.0008124891795894469
10,1,kitten,1,1,0,0.00033576333447407386
10,1,kitten,1,0,1,0.0005282635907588033
10,1,kitten,1,0,0,0.00029029707619540964
10,1,kitten,0,1,1,0.00021171887323607208
10,1,kitten,0,1,0,0.0001694480321852384
10,1,kitten,0,0,1,0.00017139424631193827
10,1,kitten,0,0,0,0.00009902035898886214
10,1,dog,1,1,1,0.0007774950585506735
10,1,dog,1,1,0,0.00041652708007398204
10,1,dog,1,0,1,0.0004316948262945868
10,1,dog,1,0,0,0.0003424752486125389
10,1,dog,0,1,1,0.0002016840370153595
10,1,dog,0,1,0,0.00016000875106103317
10,1,dog,0,0,1,0.0001710533686363391
10,1,dog,0,0,0,0.00011624589255025672
10,1,target,1,1,1,0.0007921726146673244
10,1,target,1,1,0,0.0004293791463832717
10,1,target,1,0,1,0.0004448124393755056
10,1,target,1,0,0,0.00036205620038085674
10,1,target,0,1,1,0.00018559978852140734
10,1,target,0,1,0,0.0001505290014184244
10,1,target,0,0,1,0.00014901306325622773
10,1,target,0,0,0,0.00012012817845237656
10,1,cat,1,1,1,0.0008926748491173729
10,1,cat,1,1,0,0.00046318490229167703
10,1,cat,1,0,1,0.0003744167503433057
10,1,cat,1,0,0,0.00038518834782039663
10,1,cat,0,1,1,0.0001830898188272098
10,1,cat,0,1,0,0.00013606983233830893
10,1,cat,0,0,1,0.00012301577111552286
10,1,cat,0,0,0,0.0001010398843140925
11,1,donkey,1,1,1,0.0005212540073388059
11,1,donkey,1,1,0,0.0001915924467315542
11,1,donkey,1,0,1,0.00025962626433863887
11,1,donkey,1,0,0,0.0001715297813736508
11,1,donkey,0,1,1,0.0001441124079108518
11,1,donkey,0,1,0,0.00016496535108177272
11,1,donkey,0,0,1,0.00010336642040740747
11,1,donkey,0,0,0,0.00012067843276059407
11,1,target,1,1,1,0.00036438080587088134
11,1,target,1,1,0,0.00016439225384371633
11,1,target,1,0,1,0.0003066009537973253
11,1,target,1,0,0,0.00016128257126663296
11,1,target,0,1,1,0.00019377647585224
11,1,target,0,1,0,0.0001622975559892123
11,1,target,0,0,1,0.00017523620487354424
11,1,target,0,0,0,0.00016011772343733913
11,1,elephant,1,1,1,0.0003763728035709453
11,1,elephant,1,1,0,0.0001349154735941436
11,1,elephant,1,0,1,0.0003464782232590122
11,1,elephant,1,0,0,0.00010598755597900891
11,1,elephant,0,1,1,0.00023249260892707567
11,1,elephant,0,1,0,0.00015983087657130162
