categoryID,qud,category,f1,f2,f3,prob
11,1,elephant,0,0,1,0.00018388647290824888
11,1,elephant,0,0,0,0.0001516013133624695
11,1,dog,1,1,1,0.0005564457536676846
11,1,dog,1,1,0,0.00013713593811031
11,1,dog,1,0,1,0.00023096532025089123
11,1,dog,1,0,0,0.00010023644634055098
11,1,dog,0,1,1,0.00023143321596341929
11,1,dog,0,1,0,0.00016108259847456662
11,1,dog,0,0,1,0.00018859755546965485
11,1,dog,0,0,0,0.00007437983431816143
11,1,person,1,1,1,0.06519245522454445
11,1,person,1,1,0,0.1638335085238593
11,1,person,1,0,1,0.09086459251657247
11,1,person,1,0,0,0.18708447729953992
11,1,person,0,1,1,0.07210947822362286
11,1,person,0,1,0,0.1583382243780406
11,1,person,0,0,1,0.07707383132509286
11,1,person,0,0,0,0.17540022236422906
11,1,kitten,1,1,1,0.0004976921015072028
11,1,kitten,1,1,0,0.0001360255993576187
11,1,kitten,1,0,1,0.00029374978850087077
11,1,kitten,1,0,0,0.00008900045081195837
11,1,kitten,0,1,1,0.0002016826023157755
11,1,kitten,0,1,0,0.0001706338590784667
11,1,kitten,0,0,1,0.00014585774528183928
11,1,kitten,0,0,0,0.00014865588735770078
11,1,puppy,1,1,1,0.0003215425760499224
11,1,puppy,1,1,0,0.0001969088141587734
11,1,puppy,1,0,1,0.0002804787398353308
11,1,puppy,1,0,0,0.000150534809481445
11,1,puppy,0,1,1,0.00022610458633600918
11,1,puppy,0,1,0,0.00018721831909398331
11,1,puppy,0,0,1,0.0002091222604926253
11,1,puppy,0,0,0,0.00011095035719764859
12,1,hippo,1,1,1,0.0005151021718078995
12,1,hippo,1,1,0,0.00009312131783376094
12,1,hippo,1,0,1,0.0003207348789735154
12,1,hippo,1,0,0,0.00009148955691924625
12,1,hippo,0,1,1,0.0002180064016376348
12,1,hippo,0,1,0,0.00006675006716101607
12,1,hippo,0,0,1,0.00013547219782814298
12,1,hippo,0,0,0,0.00006324152623554287
12,1,target,1,1,1,0.0005512918512919231
12,1,target,1,1,0,0.00007489771619029758
12,1,target,1,0,1,0.00037298058214477804
12,1,target,1,0,0,0.00008624584792439446
12,1,target,0,1,1,0.0001639020010149207
12,1,target,0,1,0,0.00006501392243572765
12,1,target,0,0,1,0.00015346275787079855
12,1,target,0,0,0,0.000055342270119597886
12,1,dolphin,1,1,1,0.0007082473848725098
12,1,dolphin,1,1,0,0.0000667121954586434
12,1,dolphin,1,0,1,0.00029231361055947564
12,1,dolphin,1,0,0,0.00008745343150106767
12,1,dolphin,0,1,1,0.0001825803198190592
12,1,dolphin,0,1,0,0.00006092459652059425
12,1,dolphin,0,0,1,0.00009650084305462766
12,1,dolphin,0,0,0,0.00003318940315996047
12,1,cat,1,1,1,0.0006088468178325398
12,1,cat,1,1,0,0.00008655232449812467
12,1,cat,1,0,1,0.00040549499610717526
12,1,cat,1,0,0,0.00009324303454712863
12,1,cat,0,1,1,0.00014786586209112725
12,1,cat,0,1,0,0.000055921256252936034
12,1,cat,0,0,1,0.00011323032502980742
12,1,cat,0,0,0,0.00003044079135906239
12,1,person,1,1,1,0.15851930614058504
12,1,person,1,1,0,0.08268177561671426
12,1,person,1,0,1,0.18817101979252487
12,1,person,1,0,0,0.09203916900128245
12,1,person,0,1,1,0.11376379962024329
12,1,person,0,1,0,0.11602769693263412
12,1,person,0,0,1,0.11709781229550033
12,1,person,0,0,0,0.1210675501585078
12,1,giraffe,1,1,1,0.0005409345210602096
12,1,giraffe,1,1,0,0.00009991592602355927
12,1,giraffe,1,0,1,0.0003085497522149655
12,1,giraffe,1,0,0,0.00008008234929056335
12,1,giraffe,0,1,1,0.00020252420807998463
12,1,giraffe,0,1,0,0.0000770366366357769
12,1,giraffe,0,0,1,0.00012545895972908343
12,1,giraffe,0,0,0,0.00006681861294712449
12,1,whale,1,1,1,0.0006900162129609118
12,1,whale,1,1,0,0.00009638974091744568
12,1,whale,1,0,1,0.0002806455707301602
12,1,whale,1,0,0,0.00007724904033405503
12,1,whale,0,1,1,0.00014313823752704763
12,1,whale,0,1,0,0.00008977056586310904
12,1,whale,0,0,1,0.00006531736570798784
12,1,whale,0,0,0,0.0000693039852944479
12,1,rhino,1,1,1,0.0006040713453104721
12,1,rhino,1,1,0,0.00005724491404297979
12,1,rhino,1,0,1,0.00032872570175200604
12,1,rhino,1,0,0,0.00006707813904778733
12,1,rhino,0,1,1,0.00020858718115879853
12,1,rhino,0,1,0,0.00005232208366293463
12,1,rhino,0,0,1,0.000159887224291073
12,1,rhino,0,0,0,0.00004422990737232787
13,1,target,1,1,1,0.000363704380008928
13,1,target,1,1,0,0.00017878556217692094
13,1,target,1,0,1,0.00017353560908772974
13,1,target,1,0,0,0.00011615868622165271
13,1,target,0,1,1,0.00025095685895606615
13,1,target,0,1,0,0.00014363361017745
13,1,target,0,0,1,0.00012993034081470079
13,1,target,0,0,0,0.00008961274669234738
13,1,dolphin,1,1,1,0.0004275834472517825
13,1,dolphin,1,1,0,0.00015363471319833208
13,1,dolphin,1,0,1,0.00014942394527220026
13,1,dolphin,1,0,0,0.00010054127037610635
13,1,dolphin,0,1,1,0.0003076253289151766
13,1,dolphin,0,1,0,0.00012563824308732264
13,1,dolphin,0,0,1,0.00009940114538252631
13,1,dolphin,0,0,0,0.0000752593020607988
13,1,pig,1,1,1,0.00038651456841940033
13,1,pig,1,1,0,0.00016790852396793212
13,1,pig,1,0,1,0.00019430960671934755
13,1,pig,1,0,0,0.00008862772462645022
13,1,pig,0,1,1,0.0002787505109396468
13,1,pig,0,1,0,0.0001436083492175216
13,1,pig,0,0,1,0.00011991545246897438
13,1,pig,0,0,0,0.00006199674265518971
13,1,person,1,1,1,0.07272975844171942
13,1,person,1,1,0,0.06936011158118122
13,1,person,1,0,1,0.08022688027975107
13,1,person,1,0,0,0.0809368655987763
13,1,person,0,1,1,0.1561878722625714
13,1,person,0,1,0,0.15693748299502572
13,1,person,0,0,1,0.18243303100756633
13,1,person,0,0,0,0.19109148630606534
13,1,lizard,1,1,1,0.0004308541518871596
13,1,lizard,1,1,0,0.00020650792391248003
13,1,lizard,1,0,1,0.0001347292732329908
13,1,lizard,1,0,0,0.00009327482862851707
13,1,lizard,0,1,1,0.0002555810397982252
13,1,lizard,0,1,0,0.0001477686859782479
13,1,lizard,0,0,1,0.00011377793324906949
13,1,lizard,0,0,0,0.00006255380196624138
13,1,snake,1,1,1,0.0005720827561405739
13,1,snake,1,1,0,0.00014572565072580934
13,1,snake,1,0,1,0.00013770916411674796
13,1,snake,1,0,0,0.00007319224755643942
13,1,snake,0,1,1,0.00027510892693018277
13,1,snake,0,1,0,0.00010367600729425995
13,1,snake,0,0,1,0.00008709941862612899
13,1,snake,0,0,0,0.00004699451322986831
13,1,seal,1,1,1,0.0005333630017309413
13,1,seal,1,1,0,0.00016800094920583944
13,1,seal,1,0,1,0.00015143390600517797
13,1,seal,1,0,0,0.000054319637410105064
13,1,seal,0,1,1,0.0002544988195509074
13,1,seal,0,1,0,0.00014447545803017678
13,1,seal,0,0,1,0.00009491890952638976
13,1,seal,0,0,0,0.00004069284124390401
13,1,skunk,1,1,1,0.00044124392083218596
13,1,skunk,1,1,0,0.00013676048897489463
13,1,skunk,1,0,1,0.0002020672674046116
13,1,skunk,1,0,0,0.0000936576685596835
13,1,skunk,0,1,1,0.0002907415132542835
13,1,skunk,0,1,0,0.00011096870071873255
13,1,skunk,0,0,1,0.00011432964831494937
13,1,skunk,0,0,0,0.00005134580461294981
14,1,peacock,1,1,1,0.0006167857910963366
14,1,peacock,1,1,0,0.0002956888501577997
14,1,peacock,1,0,1,0.0002559880510434761
14,1,peacock,1,0,0,0.00016673698879222378
14,1,peacock,0,1,1,0.00022141573194178548
14,1,peacock,0,1,0,0.00018262405647596477
14,1,peacock,0,0,1,0.000142629430263782
14,1,peacock,0,0,0,0.00011323560195133637
14,1,target,1,1,1,0.0005003564622622117
14,1,target,1,1,0,0.00030116402693966456
14,1,target,1,0,1,0.00022463041297329819
14,1,target,1,0,0,0.00016375624290891123
14,1,target,0,1,1,0.00029442044600874935
14,1,target,0,1,0,0.00017764648276137558
14,1,target,0,0,1,0.0001933581092180218
14,1,target,0,0,0,0.00014610334475721314
14,1,dolphin,1,1,1,0.0006467808337750502
14,1,dolphin,1,1,0,0.0003277607691089666
14,1,dolphin,1,0,1,0.000266730581761331
14,1,dolphin,1,0,0,0.00016871241503966364
14,1,dolphin,0,1,1,0.00021503565669714548
14,1,dolphin,0,1,0,0.00015368888890514813
14,1,dolphin,0,0,1,0.00013346699363384637
14,1,dolphin,0,0,0,0.0000800766127412461
14,1,cat,1,1,1,0.0005235250655581136
14,1,cat,1,1,0,0.00028686187387272675
14,1,cat,1,0,1,0.00022873528143662467
14,1,cat,1,0,0,0.000174453635727
14,1,cat,0,1,1,0.0002972399326524908
14,1,cat,0,1,0,0.00017905862553756302
14,1,cat,0,0,1,0.0001756138728435198
14,1,cat,0,0,0,0.00013528344533550747
14,1,person,1,1,1,0.1377565104105343
14,1,person,1,1,0,0.13675089463909068
14,1,person,1,0,1,0.11098359971558251
14,1,person,1,0,0,0.10517715194498767
14,1,person,0,1,1,0.1245304339056949
14,1,person,0,1,0,0.12368294706005362
14,1,person,0,0,1,0.12638933739901217
14,1,person,0,0,0,0.12473746053908069
14,1,snake,1,1,1,0.0004888415652194458
14,1,snake,1,1,0,0.00029040105436735163
14,1,snake,1,0,1,0.00021647888841558097
14,1,snake,1,0,0,0.0001473655165072115
14,1,snake,0,1,1,0.00025510224710865293
14,1,snake,0,1,0,0.00018127043662037517
14,1,snake,0,0,1,0.00024189125655537055
14,1,snake,0,0,0,0.00018074890699137792
15,1,target,1,1,1,0.00037405204548792635
15,1,target,1,1,0,0.00026594933250798135
15,1,target,1,0,1,0.00032408893541019065
15,1,target,1,0,0,0.00027740294375795655
15,1,target,0,1,1,0.00010223291616620726
15,1,target,0,1,0,0.00008284938374881534
15,1,target,0,0,1,0.00010268108375549501
15,1,target,0,0,0,0.00009320164103515523
15,1,kangaroo,1,1,1,0.00041718546187910125
15,1,kangaroo,1,1,0,0.00028861577763460535
15,1,kangaroo,1,0,1,0.000344704146300798
15,1,kangaroo,1,0,0,0.00024253645926295268
15,1,kangaroo,0,1,1,0.00008976476966505865
15,1,kangaroo,0,1,0,0.00008010052064445423
15,1,kangaroo,0,0,1,0.00010453213204549679
15,1,kangaroo,0,0,0,0.00006830313836342337
15,1,dog,1,1,1,0.00048688218038396016
15,1,dog,1,1,0,0.0002682181538943977
15,1,dog,1,0,1,0.0003068785236976506
15,1,dog,1,0,0,0.000212259377548563
15,1,dog,0,1,1,0.00009509338364021907
15,1,dog,0,1,0,0.00009284948382949144
15,1,dog,0,0,1,0.00009286796879109668
15,1,dog,0,0,0,0.00007026678848697333
15,1,slug,1,1,1,0.00041346611591252196
15,1,slug,1,1,0,0.0003281435201869305
15,1,slug,1,0,1,0.0003269116527331895
15,1,slug,1,0,0,0.0002595144289907774
15,1,slug,0,1,1,0.0000898206354235916
15,1,slug,0,1,0,0.00008061533530740935
15,1,slug,0,0,1,0.00008845615600204029
15,1,slug,0,0,0,0.00005725863641941693
15,1,person,1,1,1,0.10823463501041475
15,1,person,1,1,0,0.09096805958736441
15,1,person,1,0,1,0.10602640494841536
15,1,person,1,0,0,0.10491421780432536
15,1,person,0,1,1,0.12785739890616896
15,1,person,0,1,0,0.1396415517007219
15,1,person,0,0,1,0.14487331386336477
15,1,person,0,0,0,0.16607615205338525
15,1,snake,1,1,1,0.0004284281120851834
15,1,snake,1,1,0,0.000283024341557094
15,1,snake,1,0,1,0.0003401456824371156
15,1,snake,1,0,0,0.00021026073590765617
15,1,snake,0,1,1,0.00009424563992548175
15,1,snake,0,1,0,0.00008692895632115796
15,1,snake,0,0,1,0.00011271850394262798
15,1,snake,0,0,0,0.00006907093258416053
15,1,rabbit,1,1,1,0.0004445193189088293
15,1,rabbit,1,1,0,0.00034908422833674957
15,1,rabbit,1,0,1,0.00029071553025312395
15,1,rabbit,1,0,0,0.0002451664848990703
15,1,rabbit,0,1,1,0.0000801666170981479
15,1,rabbit,0,1,0,0.00008486034999189897
15,1,rabbit,0,0,1,0.0000808651587773379
15,1,rabbit,0,0,0,0.00006708787935558634
15,1,bird,1,1,1,0.0003879012682533521
15,1,bird,1,1,0,0.00031448228787555335
15,1,bird,1,0,1,0.00027787626763986733
15,1,bird,1,0,0,0.0002420481352357062
15,1,bird,0,1,1,0.00009740829063362555
15,1,bird,0,1,0,0.00008900638510778409
15,1,bird,0,0,1,0.00010627248222849894
15,1,bird,0,0,0,0.00009827950756978497
16,1,hippo,1,1,1,0.00016586406599074604
16,1,hippo,1,1,0,0.00013856187170156238
16,1,hippo,1,0,1,0.00014724401476960236
16,1,hippo,1,0,0,0.0001258142850281665
16,1,hippo,0,1,1,0.00022998849429125203
16,1,hippo,0,1,0,0.00020314016809292712
16,1,hippo,0,0,1,0.00022518850111679652
16,1,hippo,0,0,0,0.0001879813591870719
16,1,target,1,1,1,0.00014982695970392474
16,1,target,1,1,0,0.0001299872954026881
16,1,target,1,0,1,0.00014513254649928768
16,1,target,1,0,0,0.0001390852975036891
16,1,target,0,1,1,0.00024216159445605953
16,1,target,0,1,0,0.00019389330031733366
16,1,target,0,0,1,0.00022952097298757778
16,1,target,0,0,0,0.00020426447522873872
16,1,dog,1,1,1,0.00021771546515130105
16,1,dog,1,1,0,0.00015316272441959957
16,1,dog,1,0,1,0.00017621043603102834
16,1,dog,1,0,0,0.00013351230441423998
16,1,dog,0,1,1,0.00021442095125436542
16,1,dog,0,1,0,0.00016245443139410607
16,1,dog,0,0,1,0.00017690918359221673
16,1,dog,0,0,0,0.00013297863881032534
16,1,hyena,1,1,1,0.00022872362940503174
16,1,hyena,1,1,0,0.0001725276925346313
16,1,hyena,1,0,1,0.0001525227566126958
16,1,hyena,1,0,0,0.00009207851834521687
16,1,hyena,0,1,1,0.0002133885685464171
16,1,hyena,0,1,0,0.00014564568484424486
16,1,hyena,0,0,1,0.00022412799906260268
16,1,hyena,0,0,0,0.00014931629330117564
16,1,person,1,1,1,0.09523650149457519
16,1,person,1,1,0,0.10010719213926361
16,1,person,1,0,1,0.10234012034658738
16,1,person,1,0,0,0.11166417359000909
16,1,person,0,1,1,0.14234117860026232
16,1,person,0,1,0,0.14099871662638422
16,1,person,0,0,1,0.14438721969835283
16,1,person,0,0,0,0.15316642503153724
16,1,lion,1,1,1,0.00025087324122334044
16,1,lion,1,1,0,0.00016140783871141173
16,1,lion,1,0,1,0.00019043301470398648
16,1,lion,1,0,0,0.00010673963987677815
16,1,lion,0,1,1,0.00020886685584976165
16,1,lion,0,1,0,0.00016306620770091784
16,1,lion,0,0,1,0.0001548689585432953
16,1,lion,0,0,0,0.0001090912313793354
16,1,elephant,1,1,1,0.00018670262902174272
16,1,elephant,1,1,0,0.00013324872431692562
16,1,elephant,1,0,1,0.00016498812990881903
16,1,elephant,1,0,0,0.00011602707323780764
16,1,elephant,0,1,1,0.0002453418743183893
16,1,elephant,0,1,0,0.00015855665206413973
16,1,elephant,0,0,1,0.0002410111177105932
16,1,elephant,0,0,0,0.00016034143594542168
16,1,monkey,1,1,1,0.00017818201240218356
16,1,monkey,1,1,0,0.00014111162315918032
16,1,monkey,1,0,1,0.00016360670531716847
16,1,monkey,1,0,0,0.0001291646360178392
16,1,monkey,0,1,1,0.0002486347010356999
16,1,monkey,0,1,0,0.00014695440058663675
16,1,monkey,0,0,1,0.00023501373034827186
16,1,monkey,0,0,0,0.00016088955965193924
17,1,target,1,1,1,0.000644340189044043
17,1,target,1,1,0,0.00020608774673233957
17,1,target,1,0,1,0.0003824577688081853
17,1,target,1,0,0,0.00025414565627192504
17,1,target,0,1,1,0.00017811268279007057
17,1,target,0,1,0,0.00010229735519429959
17,1,target,0,0,1,0.0002094530703995772
17,1,target,0,0,0,0.00013205740891645968
17,1,dog,1,1,1,0.0006130505699707804
17,1,dog,1,1,0,0.00016145537798762521
17,1,dog,1,0,1,0.0004468749771791697
17,1,dog,1,0,0,0.00025134952646943933
17,1,dog,0,1,1,0.00018702272848808654
17,1,dog,0,1,0,0.00011338678634511504
17,1,dog,0,0,1,0.00017159066918591282
17,1,dog,0,0,0,0.00015897994827832512
17,1,cat,1,1,1,0.0003994727528564247
17,1,cat,1,1,0,0.0002878613466114478
17,1,cat,1,0,1,0.00037810599196618476
17,1,cat,1,0,0,0.0003069240969506767
17,1,cat,0,1,1,0.00018151581490851224
17,1,cat,0,1,0,0.00017406996327470306
17,1,cat,0,0,1,0.00017674980170154502
17,1,cat,0,0,0,0.00015025279967154962
17,1,person,1,1,1,0.17396209324471065
17,1,person,1,1,0,0.10358587849334709
17,1,person,1,0,1,0.15425722193718672
17,1,person,1,0,0,0.14188545586341583
17,1,person,0,1,1,0.12304206463014301
17,1,person,0,1,0,0.07341577940838885
17,1,person,0,0,1,0.10218552197828401
17,1,person,0,0,0,0.1172345602958112
17,1,lion,1,1,1,0.0006109426653972869
17,1,lion,1,1,0,0.00025729139075590375
17,1,lion,1,0,1,0.00035567254547439153
17,1,lion,1,0,0,0.00022035804049098365
17,1,lion,0,1,1,0.0002854152317674856
17,1,lion,0,1,0,0.0001293476610625152
17,1,lion,0,0,1,0.00013149676774620888
17,1,lion,0,0,0,0.00010352722263996447
17,1,elephant,1,1,1,0.0005139045813915604
17,1,elephant,1,1,0,0.00026556371727366366
17,1,elephant,1,0,1,0.00035767823562204873
17,1,elephant,1,0,0,0.00023160899787106915
17,1,elephant,0,1,1,0.0002367849966696439
17,1,elephant,0,1,0,0.0001532603609589651
17,1,elephant,0,0,1,0.00020265228628828683
17,1,elephant,0,0,0,0.00010830441730025671
18,1,peacock,1,1,1,0.0004133499681540294
18,1,peacock,1,1,0,0.00017714355697543286
18,1,peacock,1,0,1,0.00012104520982722748
18,1,peacock,1,0,0,0.00007955436049670428
18,1,peacock,0,1,1,0.00021783086382918808
18,1,peacock,0,1,0,0.00010235028546610679
18,1,peacock,0,0,1,0.0001327183546799099
18,1,peacock,0,0,0,0.00007388196926756335
18,1,gorilla,1,1,1,0.00034090741101204373
18,1,gorilla,1,1,0,0.0001669693234128729
18,1,gorilla,1,0,1,0.00010989276611561964
18,1,gorilla,1,0,0,0.00009045925139198993
18,1,gorilla,0,1,1,0.00025200898080920145
18,1,gorilla,0,1,0,0.00015672702521451085
18,1,gorilla,0,0,1,0.00011872116235690534
18,1,gorilla,0,0,0,0.00011525810499326941
18,1,target,1,1,1,0.0002443687041084005
18,1,target,1,1,0,0.00015875464782752922
18,1,target,1,0,1,0.00013172445805188687
18,1,target,1,0,0,0.00011448879492485782
18,1,target,0,1,1,0.00020188186770013763
18,1,target,0,1,0,0.00018021185987645812
18,1,target,0,0,1,0.00019021739291447029
18,1,target,0,0,0,0.00016982933440950912
18,1,gazelle,1,1,1,0.00030818826560811806
18,1,gazelle,1,1,0,0.000192793443046126
18,1,gazelle,1,0,1,0.00013730452403642283
18,1,gazelle,1,0,0,0.00012369816913980456
18,1,gazelle,0,1,1,0.00022367270023707466
18,1,gazelle,0,1,0,0.00017402690841194517
18,1,gazelle,0,0,1,0.00012030861319864517
18,1,gazelle,0,0,0,0.00006243724059905037
18,1,person,1,1,1,0.1031961093873738
18,1,person,1,1,0,0.11870893062328132
18,1,person,1,0,1,0.08425991834483723
18,1,person,1,0,0,0.09703343759200755
18,1,person,0,1,1,0.13912471259067574
18,1,person,0,1,0,0.14948457846505686
18,1,person,0,0,1,0.13727437962026195
18,1,person,0,0,0,0.16138616206905523
18,1,lion,1,1,1,0.0002550093182227553
18,1,lion,1,1,0,0.0001529196912829634
18,1,lion,1,0,1,0.00011143689751415009
18,1,lion,1,0,0,0.00006651099927107042
18,1,lion,0,1,1,0.00024034427748823337
18,1,lion,0,1,0,0.0001560961124442204
18,1,lion,0,0,1,0.000265752707903446
18,1,lion,0,0,0,0.00015094304286869764
18,1,ox,1,1,1,0.0002554058803545731
18,1,ox,1,1,0,0.00020242770412037353
18,1,ox,1,0,1,0.00016165180209947133
18,1,ox,1,0,0,0.00013628952406185765
18,1,ox,0,1,1,0.00019211493716640506
18,1,ox,0,1,0,0.00016709054558200031
18,1,ox,0,0,1,0.0001442100427065905
18,1,ox,0,0,0,0.00009892284543431374
18,1,cheetah,1,1,1,0.0002824682197748443
18,1,cheetah,1,1,0,0.00012998569627689597
18,1,cheetah,1,0,1,0.00016046729116583582
18,1,cheetah,1,0,0,0.00011907200760106912
18,1,cheetah,0,1,1,0.00022461223692772292
18,1,cheetah,0,1,0,0.0001439821126523085
18,1,cheetah,0,0,1,0.00018302525021216177
18,1,cheetah,0,0,0,0.00012830664622556445
19,1,target,1,1,1,0.000333530290881772
19,1,target,1,1,0,0.00026291601837066504
19,1,target,1,0,1,0.00019628750034446946
19,1,target,1,0,0,0.0001843480055725493
19,1,target,0,1,1,0.00029428395412707894
19,1,target,0,1,0,0.0002795187989872595
19,1,target,0,0,1,0.00021976002595846004
19,1,target,0,0,0,0.00019748190313435585
19,1,frog,1,1,1,0.00033502687863313396
19,1,frog,1,1,0,0.0002633566989872507
19,1,frog,1,0,1,0.00021685258336947167
19,1,frog,1,0,0,0.00017651720748775273
19,1,frog,0,1,1,0.00030043438253203966
19,1,frog,0,1,0,0.0002721590302436943
19,1,frog,0,0,1,0.0002196746412416932
19,1,frog,0,0,0,0.00018066543592459096
19,1,person,1,1,1,0.10659167725628176
19,1,person,1,1,0,0.11781137473338553
19,1,person,1,0,1,0.0947702234105577
19,1,person,1,0,0,0.10666252723729246
19,1,person,0,1,1,0.12875354145919082
19,1,person,0,1,0,0.13523279985275663
19,1,person,0,0,1,0.14224594997678905
19,1,person,0,0,0,0.1581794192584428
19,1,rabbit,1,1,1,0.0004556013834530128
19,1,rabbit,1,1,0,0.0002454839058244177
19,1,rabbit,1,0,1,0.00019369181145225813
19,1,rabbit,1,0,0,0.00017564812614877354
19,1,rabbit,0,1,1,0.0003210864035746442
19,1,rabbit,0,1,0,0.00021126502161915932
19,1,rabbit,0,0,1,0.0002129011008224373
19,1,rabbit,0,0,0,0.00012756073250032703
19,1,kitten,1,1,1,0.0004202804902147196
19,1,kitten,1,1,0,0.00033702584821604
19,1,kitten,1,0,1,0.00016666427434542576
19,1,kitten,1,0,0,0.0001259588388567987
19,1,kitten,0,1,1,0.00033036214166057016
19,1,kitten,0,1,0,0.000282196026604307
19,1,kitten,0,0,1,0.00017141413275259393
19,1,kitten,0,0,0,0.00010925091231201665
19,1,puppy,1,1,1,0.0004651110672975155
19,1,puppy,1,1,0,0.000324866964940103
19,1,puppy,1,0,1,0.0001730150312639488
19,1,puppy,1,0,0,0.0001335510323984966
19,1,puppy,0,1,1,0.000360747699996362
19,1,puppy,0,1,0,0.00023149890328046988
19,1,puppy,0,0,1,0.0001327249757353892
19,1,puppy,0,0,0,0.00011176663423685385
20,1,target,1,1,1,0.00047677747531639134
20,1,target,1,1,0,0.00019737392300445667
20,1,target,1,0,1,0.0002030147247714604
20,1,target,1,0,0,0.0001241178402610581
20,1,target,0,1,1,0.00023482916469320708
20,1,target,0,1,0,0.00014717632146797973
20,1,target,0,0,1,0.00017589028681347333
20,1,target,0,0,0,0.0001209114593723058
20,1,gorilla,1,1,1,0.0004962183954091388
20,1,gorilla,1,1,0,0.00022085073881468857
20,1,gorilla,1,0,1,0.00030677847035006836
20,1,gorilla,1,0,0,0.0001238104653102513
20,1,gorilla,0,1,1,0.00017175844134653776
20,1,gorilla,0,1,0,0.00013062664164634568
20,1,gorilla,0,0,1,0.00013825193462480408
20,1,gorilla,0,0,0,0.00008842339215087062
20,1,bear,1,1,1,0.00038576614389651087
20,1,bear,1,1,0,0.00020073007092253804
20,1,bear,1,0,1,0.00020090272656553837
20,1,bear,1,0,0,0.00016009911690228768
20,1,bear,0,1,1,0.0002601477779441329
20,1,bear,0,1,0,0.00016888431753485822
20,1,bear,0,0,1,0.0001611591226372388
20,1,bear,0,0,0,0.0001390102406682339
20,1,tiger,1,1,1,0.000637508903261378
20,1,tiger,1,1,0,0.00025040402309356956
20,1,tiger,1,0,1,0.00017915384715148512
20,1,tiger,1,0,0,0.00012487893353058363
20,1,tiger,0,1,1,0.00017729544304480327
20,1,tiger,0,1,0,0.00011491498774689058
20,1,tiger,0,0,1,0.00013143537783199532
20,1,tiger,0,0,0,0.0000691736606656514
20,1,person,1,1,1,0.11639672483878344
20,1,person,1,1,0,0.08316254646213878
20,1,person,1,0,1,0.09249123446474453
20,1,person,1,0,0,0.08764554169759352
20,1,person,0,1,1,0.13973652921335472
20,1,person,0,1,0,0.13537189002505678
20,1,person,0,0,1,0.16787293036875858
20,1,person,0,0,0,0.16724305932419475
20,1,snake,1,1,1,0.0005470725171661302
20,1,snake,1,1,0,0.00019072016564058826
20,1,snake,1,0,1,0.00023688678035936513
20,1,snake,1,0,0,0.0001461867034756181
20,1,snake,0,1,1,0.00021203118271440773
20,1,snake,0,1,0,0.00011081340862480908
20,1,snake,0,0,1,0.00014243158228252918
20,1,snake,0,0,0,0.00009358072295767777
20,1,ox,1,1,1,0.000559556575897238
20,1,ox,1,1,0,0.0001710927921154977
20,1,ox,1,0,1,0.00027062825115621667
20,1,ox,1,0,0,0.00009769860336352971
20,1,ox,0,1,1,0.00021776009123783253
20,1,ox,0,1,0,0.00009948636590151414
20,1,ox,0,0,1,0.00017952337792499992
20,1,ox,0,0,0,0.00008580011580617472
21,1,target,1,1,1,0.00019667196337105544
21,1,target,1,1,0,0.00016766526875664934
21,1,target,1,0,1,0.00016530591379108282
21,1,target,1,0,0,0.00013276544221967344
21,1,target,0,1,1,0.0002185901628693799
21,1,target,0,1,0,0.00019230331080089075
21,1,target,0,0,1,0.00016854782709267626
21,1,target,0,0,0,0.00015271238146186725
21,1,parrot,1,1,1,0.00031665879694121386
21,1,parrot,1,1,0,0.00016666101198390564
21,1,parrot,1,0,1,0.00011097757653003212
21,1,parrot,1,0,0,0.0001072571502997853
21,1,parrot,0,1,1,0.00021242658040949836
21,1,parrot,0,1,0,0.00018770824855992942
21,1,parrot,0,0,1,0.00013402830397352743
21,1,parrot,0,0,0,0.00011710295041624256
21,1,dolphin,1,1,1,0.0002731490209556493
21,1,dolphin,1,1,0,0.00017024197301494638
21,1,dolphin,1,0,1,0.0001267949912433063
21,1,dolphin,1,0,0,0.00013714064603505854
21,1,dolphin,0,1,1,0.00025317857265412725
21,1,dolphin,0,1,0,0.0001892640681890408
21,1,dolphin,0,0,1,0.0001224947019664076
21,1,dolphin,0,0,0,0.00008377684741730467
21,1,dog,1,1,1,0.00028685012433406405
21,1,dog,1,1,0,0.00016731752115149283
21,1,dog,1,0,1,0.00014495526576080705
21,1,dog,1,0,0,0.00011310138281723792
21,1,dog,0,1,1,0.0002155135832638715
21,1,dog,0,1,0,0.0001958396572159192
21,1,dog,0,0,1,0.00013720993934625877
21,1,dog,0,0,0,0.0000931024942055675
21,1,cat,1,1,1,0.0002918974873870127
21,1,cat,1,1,0,0.00017720279279959561
21,1,cat,1,0,1,0.00015441194130805426
21,1,cat,1,0,0,0.0001232865409023542
21,1,cat,0,1,1,0.00018379824212585253
21,1,cat,0,1,0,0.00017476485732047248
21,1,cat,0,0,1,0.00013496604723871658
21,1,cat,0,0,0,0.00010595437557477513
21,1,hyena,1,1,1,0.0002648484581203906
21,1,hyena,1,1,0,0.00018849754767285028
21,1,hyena,1,0,1,0.0001749097667671343
21,1,hyena,1,0,0,0.00012976163873001332
21,1,hyena,0,1,1,0.00020612298024887989
21,1,hyena,0,1,0,0.00015704054531177623
21,1,hyena,0,0,1,0.00012081300527498037
21,1,hyena,0,0,0,0.00010396472771272012
21,1,person,1,1,1,0.11115817155620937
21,1,person,1,1,0,0.09683496518157986
