animal,0,0,0,3.651128347917085e-8
animal,0,0,1,1.1156291947243992e-7
animal,0,1,0,2.1757924672729397e-7
animal,0,1,1,6.131646077811856e-7
animal,1,0,0,0.000008016146870655084
animal,1,0,1,0.000021314965242278293
animal,1,1,0,0.00003914646465087083
animal,1,1,1,0.00010178424102836434
person,0,0,0,0.12169210783607648
person,0,0,1,0.15935966168641794
person,0,1,0,0.18129790733551787
person,0,1,1,0.2189654611858593
person,1,0,0,0.06746923616134681
person,1,0,1,0.07688612462393218
person,1,1,0,0.08237068603620716
person,1,1,1,0.09178757449879253
