animal,0,0,0,3.792202282148244e-7
animal,0,0,1,0.0000036988863097603057
animal,0,1,0,9.172761541112515e-7
animal,0,1,1,0.000008922595317263998
animal,1,0,0,0.000003100350637438962
animal,1,0,1,0.000029046772760258214
animal,1,1,0,0.000007363867307130892
animal,1,1,1,0.00006894324548522898
person,0,0,0,0.07899631379000072
person,0,0,1,0.08561380604466046
person,0,1,0,0.08189146665141434
person,0,1,1,0.0885089589060741
person,1,0,0,0.16146044804037607
person,1,0,1,0.16807794029503584
person,1,1,0,0.16435560090178972
person,1,1,1,0.17097309315644948
