"","dimension","literal","polarity","person","bin","group","N","prob","sd","se","ci"
"99","speed","fig","high","woman","20","high,fig",6,0.0539701298055,0.0465254078026169,0.0189939181985524,0.0488254211087609
"100","speed","fig","high","woman","60","high,fig",6,0.0389128104764167,0.0538916381572751,0.0220011691480047,0.0565558057746229
"101","speed","fig","low","man","0","low,fig",11,0.269600702635127,0.17187357200561,0.0518218317927946,0.115466236798623
"102","speed","fig","low","man","1","low,fig",11,0.343150294954727,0.135819487050821,0.0409511161605552,0.0912447729495361
"103","speed","fig","low","man","5","low,fig",11,0.185069426973912,0.133721682821664,0.0403186043867612,0.0898354488920069
"104","speed","fig","low","man","10","low,fig",11,0.0801761513230018,0.0733189039455795,0.0221064813115996,0.0492563098910835
"105","speed","fig","low","man","12","low,fig",11,0.0555149310399491,0.0595966280292911,0.0179690594494124,0.0400375594928868
"106","speed","fig","low","man","14","low,fig",11,0.0282881696029918,0.0288854679421448,0.00870929627799397,0.0194055214104578
"107","speed","fig","low","man","16","low,fig",11,0.0140516989469264,0.0158349937334481,0.00477443025195239,0.0106380935404737
"108","speed","fig","low","man","18","low,fig",11,0.0101914154876009,0.009037494702911,0.00272490717948911,0.00607147155467603
"109","speed","fig","low","man","20","low,fig",11,0.00559432518488636,0.0080333423546084,0.00242214385479148,0.00539687282796069
"110","speed","fig","low","man","60","low,fig",11,0.00836288385095909,0.0108125989905675,0.00326012126002617,0.00726400284165076
"111","speed","fig","low","woman","0","low,fig",16,0.278975061857637,0.172029668601596,0.0430074171503989,0.0916681397409175
"112","speed","fig","low","woman","1","low,fig",16,0.314720839842963,0.168167037286381,0.0420417593215952,0.0896098888005475
"113","speed","fig","low","woman","5","low,fig",16,0.137841138984056,0.0733448203953786,0.0183362050988446,0.0390826960252232
"114","speed","fig","low","woman","10","low,fig",16,0.100239214561081,0.106727398360901,0.0266818495902253,0.05687101618378
"115","speed","fig","low","woman","12","low,fig",16,0.035006606765785,0.0427410779096919,0.010685269477423,0.0227751127718369
"116","speed","fig","low","woman","14","low,fig",16,0.0385733220574788,0.0604085117029782,0.0151021279257445,0.0321894237043138
"117","speed","fig","low","woman","16","low,fig",16,0.0191815995755356,0.0292841499558352,0.0073210374889588,0.0156044220288673
"118","speed","fig","low","woman","18","low,fig",16,0.0227989276326838,0.0464987232628774,0.0116246808157194,0.0247774206419424
"119","speed","fig","low","woman","20","low,fig",16,0.0238702166673519,0.0425433751558235,0.0106358437889559,0.0226697644106148
"120","speed","fig","low","woman","60","low,fig",16,0.0287930720554025,0.0523611160303639,0.013090279007591,0.0279012692419804
"121","speed","lit","high","man","0","high,lit",16,0.0935735016969494,0.104857258072557,0.0262143145181393,0.0558744887668491
"122","speed","lit","high","man","1","high,lit",16,0.123476684339897,0.105723400300673,0.0264308500751683,0.0563360233814761
"123","speed","lit","high","man","5","high,lit",16,0.162724834970778,0.11437604164037,0.0285940104100924,0.0609466904943229
"124","speed","lit","high","man","10","high,lit",16,0.148442214447322,0.0951185833234123,0.0237796458308531,0.0506851152997442
"125","speed","lit","high","man","12","high,lit",16,0.09855827217096,0.0606595033961939,0.0151648758490485,0.0323231677369248
"126","speed","lit","high","man","14","high,lit",16,0.0853183632821225,0.0599819028654484,0.0149954757163621,0.0319620999010926
"127","speed","lit","high","man","16","high,lit",16,0.100696911431949,0.122021300346301,0.0305053250865753,0.0650205612929341
"128","speed","lit","high","man","18","high,lit",16,0.0994879037699031,0.108077671669908,0.0270194179174769,0.0575905260414958
"129","speed","lit","high","man","20","high,lit",16,0.0461869745427619,0.0535576823729731,0.0133894205932433,0.0285388744387771
"130","speed","lit","high","man","60","high,lit",16,0.0415343393470863,0.0662788907741288,0.0165697226935322,0.0353175279051807
"131","speed","lit","high","woman","0","high,lit",12,0.0995905795973325,0.106008876952254,0.0306021268224369,0.0673548270034258
"132","speed","lit","high","woman","1","high,lit",12,0.171633052311967,0.125283311012449,0.0361661766690024,0.0796012181457268
"133","speed","lit","high","woman","5","high,lit",12,0.183964468259892,0.108075670793112,0.0311987588126262,0.0686680051598685
"134","speed","lit","high","woman","10","high,lit",12,0.139749660289442,0.0690776712162089,0.0199410060358353,0.0438898583621714
"135","speed","lit","high","woman","12","high,lit",12,0.134237985838483,0.0877316333043799,0.0253259410523646,0.0557420204216102
"136","speed","lit","high","woman","14","high,lit",12,0.118691508709595,0.0833888475420243,0.0240722867879002,0.0529827459896384
"137","speed","lit","high","woman","16","high,lit",12,0.07032857711282,0.0561773626194476,0.0162170077153506,0.0356933933225784
"138","speed","lit","high","woman","18","high,lit",12,0.0408040938210658,0.049222307041563,0.0142092561102904,0.0312743618346906
"139","speed","lit","high","woman","20","high,lit",12,0.0300983376793633,0.0535950985891428,0.0154715722988431,0.0340527010330385
"140","speed","lit","high","woman","60","high,lit",12,0.0109017363796842,0.0152526523100703,0.00440306145853744,0.00969107292921235
"141","speed","lit","low","man","0","low,lit",8,0.235214977183188,0.229512552881708,0.081144941255046,0.191877295985754
"142","speed","lit","low","man","1","low,lit",8,0.294805918406613,0.201471287180854,0.071230856689982,0.168434211190862
"143","speed","lit","low","man","5","low,lit",8,0.201216612873688,0.142484215206282,0.0503757773922027,0.119119784914442
"144","speed","lit","low","man","10","low,lit",8,0.041739859715775,0.0444925371119649,0.0157304873520322,0.037196691881989
"145","speed","lit","low","man","12","low,lit",8,0.0326795912209,0.0464185532304045,0.0164114368810439,0.0388068816524006
"146","speed","lit","low","man","14","low,lit",8,0.036994766099325,0.0465268241845432,0.0164497164439824,0.0388973984352653
"147","speed","lit","low","man","16","low,lit",8,0.0336103070057487,0.045452627045521,0.0160699304033155,0.037999347153088
"148","speed","lit","low","man","18","low,lit",8,0.0437050235426375,0.0525386606816985,0.018575221621244,0.0439234195243043
"149","speed","lit","low","man","20","low,lit",8,0.0403628100548375,0.0556598440245066,0.0196787265747571,0.046532794099134
"150","speed","lit","low","man","60","low,lit",8,0.03967013389733,0.0510833331900831,0.0180606856521598,0.0427067352934909
"151","speed","lit","low","woman","0","low,lit",5,0.09096691865342,0.0748641809077632,0.0334802795179201,0.0929561581881831
"152","speed","lit","low","woman","1","low,lit",5,0.311683694622,0.163125869617652,0.0729521066707675,0.20254751947992
"153","speed","lit","low","woman","5","low,lit",5,0.27757579795814,0.117872226629478,0.0527140622805546,0.146357700193937
"154","speed","lit","low","woman","10","low,lit",5,0.1372175378519,0.0853267554077413,0.0381592850782415,0.105947160273331
"155","speed","lit","low","woman","12","low,lit",5,0.0375667118951,0.0456197855642879,0.0204017883281423,0.0566444453409521
"156","speed","lit","low","woman","14","low,lit",5,0.03304387155132,0.0390463332011479,0.0174620510619747,0.0484824261977337
"157","speed","lit","low","woman","16","low,lit",5,0.031864056341682,0.0479672669825332,0.0214516139335651,0.0595592285044395
"158","speed","lit","low","woman","18","low,lit",5,0.0264314789688,0.0371002172705314,0.016591721559384,0.0460660041103564
"159","speed","lit","low","woman","20","low,lit",5,0.02995929443692,0.0492481615803772,0.0220244474121234,0.0611496692120761
"160","speed","lit","low","woman","60","low,lit",5,0.02369063772048,0.0362449205349372,0.0162092212310395,0.0450040129459879
"161","weight","fig","high","man","0","high,fig",7,0.0286957386159286,0.0373490556566929,0.0141166161386742,0.0345421153277863
"162","weight","fig","high","man","10","high,fig",7,0.0361732181189143,0.0486627306461361,0.0183927833438568,0.045005519539625
"163","weight","fig","high","man","100","high,fig",7,0.03734422172758,0.0498641582192063,0.018846880283371,0.0461166547224911
"164","weight","fig","high","man","120","high,fig",7,0.0448062176699086,0.0559603545525586,0.0211510259178673,0.0517546959823039
"165","weight","fig","high","man","140","high,fig",7,0.0413370964529043,0.0443073908777899,0.0167466196435377,0.0409775020723895
"166","weight","fig","high","man","160","high,fig",7,0.0605026185111371,0.0562252558444514,0.021251149195057,0.0519996888158349
"167","weight","fig","high","man","180","high,fig",7,0.109056313604014,0.0805720454298878,0.0304533706901831,0.0745167136491198
"168","weight","fig","high","man","200","high,fig",7,0.195590984508143,0.160427887273083,0.0606360418691545,0.148371049456157
"169","weight","fig","high","man","220","high,fig",7,0.4127084769605,0.289098216407574,0.109268855012396,0.267371256290873
"170","weight","fig","high","man","10000","high,fig",7,0.0337851138312614,0.0525212921970722,0.01985118252703,0.0485740937846317
"171","weight","fig","high","woman","0","high,fig",15,0.0541343606599553,0.0764054905410612,0.0197278128282892,0.0423119503358488
"172","weight","fig","high","woman","10","high,fig",15,0.042852982395924,0.0521566838220478,0.0134667978557465,0.028883408769885
"173","weight","fig","high","woman","100","high,fig",15,0.0639874821603927,0.052817343840014,0.0136373795388857,0.0292492700930846
"174","weight","fig","high","woman","120","high,fig",15,0.0712607435653,0.0438857711599565,0.0113312573891988,0.0243031300057237
"175","weight","fig","high","woman","140","high,fig",15,0.107400096898535,0.0458982054050788,0.0118508656769785,0.0254175789442855
"176","weight","fig","high","woman","160","high,fig",15,0.12938762940202,0.0495190453221124,0.0127857625235088,0.0274227332553
"177","weight","fig","high","woman","180","high,fig",15,0.158204159933127,0.0680264520205152,0.0175643543851356,0.0376717934671094
"178","weight","fig","high","woman","200","high,fig",15,0.157929658632607,0.0903728733877706,0.0233341755719831,0.0500468291403262
"179","weight","fig","high","woman","220","high,fig",15,0.16790573359322,0.117868539972718,0.0304335261570747,0.0652734217680921
"180","weight","fig","high","woman","10000","high,fig",15,0.0469371527590307,0.0797519926321397,0.0205918759527422,0.0441651814226963
"181","weight","fig","low","man","0","low,fig",6,0.0201310210306817,0.0278832587355287,0.0113832927113412,0.0292616854735048
"182","weight","fig","low","man","10","low,fig",6,0.0650426613946517,0.0934973941390865,0.0381701513201081,0.0981194976469593
"183","weight","fig","low","man","100","low,fig",6,0.1703559253425,0.11381298851463,0.046463957993681,0.119439406430325
"184","weight","fig","low","man","120","low,fig",6,0.308546219299217,0.151401155718383,0.0618092629962829,0.158885768732313
"185","weight","fig","low","man","140","low,fig",6,0.217362393232217,0.0927092675901326,0.0378484000038285,0.0972924095577388
"186","weight","fig","low","man","160","low,fig",6,0.0935946945070217,0.0697308410337619,0.0284674966446407,0.073178029780751
"187","weight","fig","low","man","180","low,fig",6,0.0533754924288333,0.0246889224896363,0.0100792103997888,0.0259094351712538
"188","weight","fig","low","man","200","low,fig",6,0.0281238255002167,0.0440423840582912,0.0179802279997503,0.0462196474967575
"189","weight","fig","low","man","220","low,fig",6,0.030436097324765,0.0540248178198876,0.0220555395175908,0.0566955692590777
"190","weight","fig","low","man","10000","low,fig",6,0.013031669940195,0.025472967432591,0.0103992954073969,0.0267322398776707
"191","weight","fig","low","woman","0","low,fig",13,0.0221253748540331,0.0402466462542158,0.0111624112873105,0.0243208049228143
"192","weight","fig","low","woman","10","low,fig",13,0.304691673953277,0.17301427908323,0.0479855272786171,0.104551482472998
"193","weight","fig","low","woman","100","low,fig",13,0.333700334836077,0.138918512315822,0.0385290630204518,0.0839476168240175
"194","weight","fig","low","woman","120","low,fig",13,0.142113031941931,0.0869628747767736,0.0241191618514932,0.0525511392828537
"195","weight","fig","low","woman","140","low,fig",13,0.0749277377697,0.0756909777504102,0.020992900105316,0.045739600081385
"196","weight","fig","low","woman","160","low,fig",13,0.0362287598146846,0.04426775045247,0.0122776649312173,0.0267507338704917
"197","weight","fig","low","woman","180","low,fig",13,0.0290322235041485,0.041933595554962,0.0116302868413834,0.0253402181827161
"198","weight","fig","low","woman","200","low,fig",13,0.0212970828461885,0.032245227716604,0.00894321707086373,0.0194855960924969
"199","weight","fig","low","woman","220","low,fig",13,0.0220754149787954,0.0344957354224928,0.00956739560389517,0.0208455642882686
"200","weight","fig","low","woman","10000","low,fig",13,0.0138083655011854,0.0222550913193482,0.00617245176092643,0.0134486170872086
"201","weight","lit","high","man","0","high,lit",8,0.0154683946142737,0.0341615887356483,0.0120779455255415,0.0285598028991119
"202","weight","lit","high","man","10","high,lit",8,0.0127508638617037,0.0221696025851283,0.00783813816207752,0.0185342515853834
"203","weight","lit","high","man","100","high,lit",8,0.0272566026515488,0.0396478815836675,0.0140176429637463,0.0331464585022434
"204","weight","lit","high","man","120","high,lit",8,0.032697400362435,0.0469591434748008,0.0166025643948718,0.0392588264067448
"205","weight","lit","high","man","140","high,lit",8,0.0504421856050475,0.0577177050853616,0.0204062903301922,0.0482532089998158
"206","weight","lit","high","man","160","high,lit",8,0.105124370727525,0.0395087056370274,0.0139684368359226,0.0330301044990646
"207","weight","lit","high","man","180","high,lit",8,0.153533841098788,0.0493669314649019,0.0174538460026018,0.0412717875413181
"208","weight","lit","high","man","200","high,lit",8,0.249486565494963,0.090408821875941,0.0319643455137823,0.0755836665881806
"209","weight","lit","high","man","220","high,lit",8,0.282719372619,0.1180012854017,0.0417197545481355,0.0986515433750195
"210","weight","lit","high","man","10000","high,lit",8,0.07052040296475,0.0987353024617254,0.0349082009565954,0.08254477856144
"211","weight","lit","high","woman","0","high,lit",10,0.004882872801007,0.00623695022517523,0.00197229683646538,0.0044616454157744
"212","weight","lit","high","woman","10","high,lit",10,0.017228665208781,0.0187343287565542,0.00592431493051014,0.0134017314547259
"213","weight","lit","high","woman","100","high,lit",10,0.03085453791701,0.0301330654430419,0.00952891196829232,0.021555896462746
"214","weight","lit","high","woman","120","high,lit",10,0.060319205323737,0.0390743133262358,0.0123563828117975,0.0279520798839843
"215","weight","lit","high","woman","140","high,lit",10,0.08922074057758,0.0573574568954984,0.0181380204584705,0.0410310528991095
"216","weight","lit","high","woman","160","high,lit",10,0.19266733840567,0.0680722379524153,0.0215263317354589,0.0486959455241386
"217","weight","lit","high","woman","180","high,lit",10,0.2390672965096,0.0555855348931684,0.0175776895221176,0.0397634962579013
"218","weight","lit","high","woman","200","high,lit",10,0.2442974879249,0.0611642951689153,0.0193418484212606,0.0437543009479117
"219","weight","lit","high","woman","220","high,lit",10,0.09169586411448,0.101538177822454,0.032109191138215,0.0726360367249696
"220","weight","lit","high","woman","10000","high,lit",10,0.029765991216992,0.0836653333930079,0.0264573014719248,0.0598505740330262
"221","weight","lit","low","man","0","low,lit",14,0.0830338945011057,0.106112121743131,0.0283596574390316,0.0612673150393057
"222","weight","lit","low","man","10","low,lit",14,0.109029403288879,0.0876371763166548,0.0234220205800873,0.050600199132247
"223","weight","lit","low","man","100","low,lit",14,0.171247110307458,0.124237433354586,0.0332038507303588,0.0717325583917364
"224","weight","lit","low","man","120","low,lit",14,0.186583247106607,0.0758700796162551,0.0202771317022348,0.0438060797724762
"225","weight","lit","low","man","140","low,lit",14,0.198265111378007,0.127051681805829,0.0339559902664881,0.0733574570708765
"226","weight","lit","low","man","160","low,lit",14,0.124891654044893,0.0924865229263887,0.0247180629774685,0.0534001285049964
"227","weight","lit","low","man","180","low,lit",14,0.0402489347429286,0.0343538955793718,0.00918146479707267,0.0198353487680123
"228","weight","lit","low","man","200","low,lit",14,0.0321396921408171,0.0468020946081572,0.0125083859290789,0.0270227249041222
"229","weight","lit","low","man","220","low,lit",14,0.0295717321958979,0.0485670819635909,0.0129800986416518,0.0280417982632198
"230","weight","lit","low","man","10000","low,lit",14,0.0249892202933636,0.0465580814722244,0.0124431706753265,0.0268818359139924
"231","weight","lit","low","woman","0","low,lit",7,0.00597752997004857,0.00506552171336753,0.00191458724490975,0.00468482621962067
"232","weight","lit","low","woman","10","low,lit",7,0.146940033107229,0.156114521249438,0.0590057427531317,0.144381851228249
"233","weight","lit","low","woman","100","low,lit",7,0.349252099703857,0.092458173013389,0.0349459046384015,0.0855095482086867
"234","weight","lit","low","woman","120","low,lit",7,0.293012423799429,0.121190678863911,0.0458057710704287,0.112082684083065
"235","weight","lit","low","woman","140","low,lit",7,0.134575386993357,0.0620637394781865,0.0234578885848547,0.0573993855811193
"236","weight","lit","low","woman","160","low,lit",7,0.0422389003483714,0.0386645073996739,0.0146138101634791,0.0357587052793998
"237","weight","lit","low","woman","180","low,lit",7,0.0137988904776286,0.0257240084080103,0.00972276128161852,0.0237907398058458
"238","weight","lit","low","woman","200","low,lit",7,0.00577046525705,0.010117485005646,0.00382404988833776,0.00935711299114326
"239","weight","lit","low","woman","220","low,lit",7,0.00393559335002429,0.00514325100778623,0.0019439661567121,0.00475671382708357
"240","weight","lit","low","woman","10000","low,lit",7,0.00449867699296857,0.0045282237492691,0.00171150770306036,0.00418790848194431
