panda,dog,man,1,1,goal-f1,0.11336917763309101
panda,dog,man,1,1,goal-f2,0.05672023379619943
panda,dog,man,1,1,goal-all,0.05793428929124781
panda,dog,man,1,0,goal-f1,0.12520246898595278
panda,dog,man,1,0,goal-f2,0.1236745399895831
panda,dog,man,1,0,goal-all,0.08572492565991631
panda,dog,man,0,1,goal-f1,0.08915317171905705
panda,dog,man,0,1,goal-f2,0.06964824244589779
panda,dog,man,0,1,goal-all,0.03384119958645729
panda,dog,man,0,0,goal-f1,0.06385260810725786
panda,dog,man,0,0,goal-f2,0.09848643083622013
panda,dog,man,0,0,goal-all,0.07272162223227382
panda,dog,cat,1,1,goal-f1,0.0002096626281447113
panda,dog,cat,1,1,goal-f2,0.00010489723516546422
panda,dog,cat,1,1,goal-all,0.00010714248445737641
panda,dog,cat,1,0,goal-f1,0.0003980741967290705
panda,dog,cat,1,0,goal-f2,0.00039321623256258746
panda,dog,cat,1,0,goal-all,0.0002725575717325438
panda,dog,cat,0,1,goal-f1,0.00009833446201671662
panda,dog,cat,0,1,goal-f2,0.00007682085022066854
panda,dog,cat,0,1,goal-all,0.000037326278932859206
panda,dog,cat,0,0,goal-f1,0.00013021911688581474
panda,dog,cat,0,0,goal-f2,0.0002008503086856792
panda,dog,cat,0,0,goal-all,0.0001483063214846839
panda,dog,dog,1,1,goal-f1,0.0002766197108269596
panda,dog,dog,1,1,goal-f2,0.0001383968288234504
panda,dog,dog,1,1,goal-all,0.00014135911263797222
panda,dog,dog,1,0,goal-f1,0.0002700414417364511
panda,dog,dog,1,0,goal-f2,0.00026674594642879203
panda,dog,dog,1,0,goal-all,0.0001848947764804158
panda,dog,dog,0,1,goal-f1,0.00013377418533377924
panda,dog,dog,0,1,goal-f2,0.0001045070715205743
panda,dog,dog,0,1,goal-all,0.00005077866348560275
panda,dog,dog,0,0,goal-f1,0.00013389390491042025
panda,dog,dog,0,0,goal-f2,0.0002065183114086869
panda,dog,dog,0,0,goal-all,0.00015249153105451307
panda,dog,elephant,1,1,goal-f1,0.00046491083241465925
panda,dog,elephant,1,1,goal-f2,0.00023260159118635224
panda,dog,elephant,1,1,goal-all,0.00023758025966207527
panda,dog,elephant,1,0,goal-f1,0.000050981960919793557
panda,dog,elephant,1,0,goal-f2,0.00005035979414455301
panda,dog,elephant,1,0,goal-all,0.00003490685802958405
panda,dog,elephant,0,1,goal-f1,0.00026523288320621304
panda,dog,elephant,0,1,goal-f2,0.0002072052378841184
panda,dog,elephant,0,1,goal-all,0.00010067840284760571
panda,dog,elephant,0,0,goal-f1,0.00002214009591599653
panda,dog,elephant,0,0,goal-f2,0.00003414894222449507
panda,dog,elephant,0,0,goal-all,0.000025215316008468533
panda,dog,panda,1,1,goal-f1,0.0005349580342843357
panda,dog,panda,1,1,goal-f2,0.0002676472160181395
panda,dog,panda,1,1,goal-all,0.0002733760106932246
panda,dog,panda,1,0,goal-f1,0.0001601396113011813
panda,dog,panda,1,0,goal-f2,0.0001581853211217929
panda,dog,panda,1,0,goal-all,0.00010964605079426914
panda,dog,panda,0,1,goal-f1,0.0001279336861787388
panda,dog,panda,0,1,goal-f2,0.00009994435666352824
panda,dog,panda,0,1,goal-all,0.00004856169807899782
panda,dog,panda,0,0,goal-f1,0.00004467166189332355
panda,dog,panda,0,0,goal-f2,0.00006890168890212873
panda,dog,panda,0,0,goal-all,0.00005087647657613669
panda,dog,whale,1,1,goal-f1,0.00041181557626718913
panda,dog,whale,1,1,goal-f2,0.00020603726916312734
panda,dog,whale,1,1,goal-all,0.00021044734757907734
panda,dog,whale,1,0,goal-f1,0.00006546677440773992
panda,dog,whale,1,0,goal-f2,0.00006466783982021517
