lion,horse,man,1,1,goal-f1,0.09292758948804875
lion,horse,man,1,1,goal-f2,0.1485735837052509
lion,horse,man,1,1,goal-all,0.12177670834929967
lion,horse,man,1,0,goal-f1,0.05356361778114267
lion,horse,man,1,0,goal-f2,0.03238533942592289
lion,horse,man,1,0,goal-all,0.023858812014987234
lion,horse,man,0,1,goal-f1,0.09377737797666372
lion,horse,man,0,1,goal-f2,0.10969830606789875
lion,horse,man,0,1,goal-all,0.1321401054434532
lion,horse,man,0,0,goal-f1,0.09124837159414131
lion,horse,man,0,0,goal-f2,0.04036533696144133
lion,horse,man,0,0,goal-all,0.04815551457992079
lion,horse,horse,1,1,goal-f1,0.000979637878943596
lion,horse,horse,1,1,goal-f2,0.0015662550939920755
lion,horse,horse,1,1,goal-all,0.0012837638093193356
lion,horse,horse,1,0,goal-f1,0.0001864043272365118
lion,horse,horse,1,0,goal-f2,0.00011270275717150142
lion,horse,horse,1,0,goal-all,0.00008302997419793072
lion,horse,horse,0,1,goal-f1,0.0017348325401956458
lion,horse,horse,0,1,goal-f2,0.0020293613990603364
lion,horse,horse,0,1,goal-all,0.0024445229727497017
lion,horse,horse,0,0,goal-f1,0.000562824671804557
lion,horse,horse,0,0,goal-f2,0.00024897548450127387
lion,horse,horse,0,0,goal-all,0.00029702570265663445
lion,f1,man,1,1,goal-f1,0.20433576394613362
lion,f1,man,1,1,goal-f2,0.12137229069850575
lion,f1,man,1,1,goal-all,0.193642458751795
lion,f1,man,1,0,goal-f1,0.11777947560380995
lion,f1,man,1,0,goal-f2,0.05791364227803202
lion,f1,man,1,0,goal-all,0.13045976513917112
lion,f1,man,0,1,goal-f2,0.08961441436063378
lion,f1,man,0,0,goal-f2,0.07218401062506447
lion,f1,lion,1,1,goal-f1,0.004022478576334031
lion,f1,lion,1,1,goal-f2,0.0023892902038628334
lion,f1,lion,1,1,goal-all,0.003811974109451924
lion,f1,lion,1,0,goal-f1,0.00059811094340362
lion,f1,lion,1,0,goal-f2,0.0002940986368064032
lion,f1,lion,1,0,goal-all,0.0006625043353570536
lion,f1,lion,0,1,goal-f2,0.000658455084426495
lion,f1,lion,0,0,goal-f2,0.0002612667072116936
lion,f2,man,1,1,goal-f1,0.11590969938738828
lion,f2,man,1,1,goal-f2,0.1867148460439958
lion,f2,man,1,1,goal-all,0.17225112112815116
lion,f2,man,1,0,goal-f1,0.06681054431000481
lion,f2,man,0,1,goal-f1,0.07702722619694677
lion,f2,man,0,1,goal-f2,0.13785965053780258
lion,f2,man,0,1,goal-all,0.15579455054870298
lion,f2,man,0,0,goal-f1,0.07494994113222092
lion,f2,lion,1,1,goal-f1,0.0022817556436082187
lion,f2,lion,1,1,goal-f2,0.003675599677663236
lion,f2,lion,1,1,goal-all,0.003390872117081572
lion,f2,lion,1,0,goal-f1,0.0003392791272138558
lion,f2,lion,0,1,goal-f1,0.0005659688688534176
lion,f2,lion,0,1,goal-f2,0.0010129440501454817
lion,f2,lion,0,1,goal-all,0.001144723364724655
lion,f2,lion,0,0,goal-f1,0.00027127786549624325
