ant,monkey,man,1,1,goal-f1,0.05205520449284486
ant,monkey,man,1,1,goal-f2,0.06635258669777089
ant,monkey,man,1,1,goal-all,0.005841085935555431
ant,monkey,man,1,0,goal-f1,0.04699435844046435
ant,monkey,man,1,0,goal-f2,0.11059136169521841
ant,monkey,man,1,0,goal-all,0.10122027060844527
ant,monkey,man,0,1,goal-f1,0.13266128906938418
ant,monkey,man,0,1,goal-f2,0.07055934946765716
ant,monkey,man,0,1,goal-all,0.0860900487266286
ant,monkey,man,0,0,goal-f1,0.13698198004791343
ant,monkey,man,0,0,goal-f2,0.13451031008027076
ant,monkey,man,0,0,goal-all,0.04779657501784366
ant,monkey,ant,1,1,goal-f1,0.0003181835606891256
ant,monkey,ant,1,1,goal-f2,0.0004055752446296238
ant,monkey,ant,1,1,goal-all,0.00003570320277046764
ant,monkey,ant,1,0,goal-f1,0.0000487833851141093
ant,monkey,ant,1,0,goal-f2,0.00011480146057757936
ant,monkey,ant,1,0,goal-all,0.00010507362173486783
ant,monkey,ant,0,1,goal-f1,0.00012217099412099348
ant,monkey,ant,0,1,goal-f2,0.00006497981385124101
ant,monkey,ant,0,1,goal-all,0.00007928241094774873
ant,monkey,ant,0,0,goal-f1,0.00002266110741517371
ant,monkey,ant,0,0,goal-f2,0.0000222522158324121
ant,monkey,ant,0,0,goal-all,0.000007907049673087733
ant,monkey,beaver,1,1,goal-f1,0.00030075520773819664
ant,monkey,beaver,1,1,goal-f2,0.000383360053825123
ant,monkey,beaver,1,1,goal-all,0.00003374757684807674
ant,monkey,beaver,1,0,goal-f1,0.0000618309126273022
ant,monkey,beaver,1,0,goal-f2,0.00014550607879825034
ant,monkey,beaver,1,0,goal-all,0.00013317644746722973
ant,monkey,beaver,0,1,goal-f1,0.00008317320519658853
ant,monkey,beaver,0,1,goal-f2,0.00004423782772638246
ant,monkey,beaver,0,1,goal-all,0.00005397494128358115
ant,monkey,beaver,0,0,goal-f1,0.00007215768743886127
ant,monkey,beaver,0,0,goal-f2,0.0000708556914470177
ant,monkey,beaver,0,0,goal-all,0.000025177693588450775
ant,monkey,dog,1,1,goal-f1,0.00009221849315922563
ant,monkey,dog,1,1,goal-f2,0.00011754704687264025
ant,monkey,dog,1,1,goal-all,0.000010347786520836891
ant,monkey,dog,1,0,goal-f1,0.00011879491947430265
ant,monkey,dog,1,0,goal-f2,0.0002795589160724619
ant,monkey,dog,1,0,goal-all,0.0002558701575069011
ant,monkey,dog,0,1,goal-f1,0.00020388198086977605
ant,monkey,dog,0,1,goal-f2,0.0001084399227481099
ant,monkey,dog,0,1,goal-all,0.00013230845102357247
ant,monkey,dog,0,0,goal-f1,0.0003146978513657131
ant,monkey,dog,0,0,goal-f2,0.0003090195188738753
ant,monkey,dog,0,0,goal-all,0.00010980626397351179
ant,monkey,monkey,1,1,goal-f1,0.00010117429842559565
ant,monkey,monkey,1,1,goal-f2,0.0001289626363641168
ant,monkey,monkey,1,1,goal-all,0.000011352712516087908
ant,monkey,monkey,1,0,goal-f1,0.00011095576868166895
ant,monkey,monkey,1,0,goal-f2,0.0002611111195823829
ant,monkey,monkey,1,0,goal-all,0.00023898555708031947
ant,monkey,monkey,0,1,goal-f1,0.0002666888428767109
ant,monkey,monkey,0,1,goal-f2,0.00014184538229400988
ant,monkey,monkey,0,1,goal-all,0.00017306672985889808
ant,monkey,monkey,0,0,goal-f1,0.0002492148904782222
ant,monkey,monkey,0,0,goal-f2,0.0002447181168144969
ant,monkey,monkey,0,0,goal-all,0.00008695755605328232
ant,monkey,mouse,1,1,goal-f1,0.00026518868653866313
ant,monkey,mouse,1,1,goal-f2,0.0003380249004159269
ant,monkey,mouse,1,1,goal-all,0.000029756677018189697
ant,monkey,mouse,1,0,goal-f1,0.00011389976892413614
