categoryID,animal,f1,f2,f3,N,featureProb,sd,se,ci,feature,featureNum,category
14,fox,sly,smart,pretty,40,0.764375,0.159615674,0.025237454,0.051047569,smart,2,animal
14,fox,sly,smart,pretty,40,0.725,0.206155281,0.032596012,0.065931658,pretty,3,animal
14,fox,sly,smart,pretty,40,0.46,0.174293445,0.027558213,0.055741748,sly,1,person
14,fox,sly,smart,pretty,40,0.571875,0.1594449,0.025210452,0.050992953,smart,2,person
14,fox,sly,smart,pretty,40,0.430625,0.186695925,0.029519218,0.059708254,pretty,3,person
15,frog,slimy,noisy,jumpy,40,0.74875,0.175498375,0.027748729,0.056127103,slimy,1,animal
15,frog,slimy,noisy,jumpy,40,0.64875,0.233695918,0.036950569,0.07473958,noisy,2,animal
15,frog,slimy,noisy,jumpy,40,0.859375,0.124252573,0.019646057,0.039737901,jumpy,3,animal
15,frog,slimy,noisy,jumpy,40,0.244375,0.232219468,0.036717122,0.074267389,slimy,1,person
15,frog,slimy,noisy,jumpy,40,0.5425,0.141557273,0.02238217,0.045272212,noisy,2,person
15,frog,slimy,noisy,jumpy,40,0.4025,0.167829278,0.026536139,0.053674407,jumpy,3,person
16,goat,funny,hungry,loud,40,0.490625,0.28429442,0.044950895,0.090921767,funny,1,animal
16,goat,funny,hungry,loud,40,0.74625,0.176463659,0.027901354,0.056435816,hungry,2,animal
16,goat,funny,hungry,loud,40,0.658125,0.227259841,0.035932936,0.072681223,loud,3,animal
16,goat,funny,hungry,loud,40,0.56375,0.116430622,0.018409298,0.037236319,funny,1,person
16,goat,funny,hungry,loud,40,0.549375,0.163249013,0.025811935,0.052209567,hungry,2,person
16,goat,funny,hungry,loud,40,0.516875,0.127146632,0.020103648,0.040663466,loud,3,person
17,goose,loud,mean,annoying,40,0.750625,0.190939605,0.030190202,0.061065448,loud,1,animal
17,goose,loud,mean,annoying,40,0.6075,0.240005342,0.037948177,0.076757432,mean,2,animal
17,goose,loud,mean,annoying,40,0.63,0.268853215,0.042509426,0.08598343,annoying,3,animal
17,goose,loud,mean,annoying,40,0.544375,0.16549145,0.026166496,0.052926733,loud,1,person
17,goose,loud,mean,annoying,40,0.43875,0.164370399,0.025989242,0.052568204,mean,2,person
17,goose,loud,mean,annoying,40,0.450625,0.173065082,0.027363992,0.055348898,annoying,3,person
18,horse,fast,strong,beautiful,40,0.838125,0.131922119,0.020858719,0.042190741,fast,1,animal
18,horse,fast,strong,beautiful,40,0.833125,0.1268943,0.020063751,0.040582766,strong,2,animal
18,horse,fast,strong,beautiful,40,0.79375,0.161993787,0.025613467,0.051808127,beautiful,3,animal
18,horse,fast,strong,beautiful,40,0.515625,0.126172387,0.019949606,0.040351887,fast,1,person
18,horse,fast,strong,beautiful,40,0.548125,0.101651034,0.01607244,0.032509578,strong,2,person
18,horse,fast,strong,beautiful,40,0.491875,0.167598756,0.02649969,0.053600682,beautiful,3,person
19,kangaroo,jumpy,bouncy,cute,40,0.879375,0.121935184,0.019279645,0.038996764,jumpy,1,animal
19,kangaroo,jumpy,bouncy,cute,40,0.885,0.117369677,0.018557775,0.037536644,bouncy,2,animal
19,kangaroo,jumpy,bouncy,cute,40,0.715,0.234780312,0.037122027,0.075086386,cute,3,animal
19,kangaroo,jumpy,bouncy,cute,40,0.34375,0.170289158,0.02692508,0.054461115,jumpy,1,person
19,kangaroo,jumpy,bouncy,cute,40,0.320625,0.179822518,0.028432437,0.057510031,bouncy,2,person
19,kangaroo,jumpy,bouncy,cute,40,0.500625,0.097482329,0.01541331,0.031176361,cute,3,person
20,lion,scary,strong,ferocious,40,0.776875,0.189921332,0.030029199,0.060739789,scary,1,animal
20,lion,scary,strong,ferocious,40,0.854375,0.131544998,0.02079909,0.042070131,strong,2,animal
20,lion,scary,strong,ferocious,40,0.83125,0.136901378,0.021646008,0.043783185,ferocious,3,animal
20,lion,scary,strong,ferocious,40,0.360625,0.166784013,0.026370868,0.053340115,scary,1,person
20,lion,scary,strong,ferocious,40,0.536875,0.14141994,0.022360456,0.045228291,strong,2,person
20,lion,scary,strong,ferocious,40,0.335,0.158397423,0.025044832,0.050657953,ferocious,3,person
21,monkey,funny,smart,playful,40,0.651875,0.220313551,0.034834631,0.070459692,funny,1,animal
21,monkey,funny,smart,playful,40,0.72,0.206636681,0.032672128,0.066085617,smart,2,animal
21,monkey,funny,smart,playful,40,0.781875,0.191651686,0.030302792,0.061293183,playful,3,animal
21,monkey,funny,smart,playful,40,0.56625,0.153124509,0.024211111,0.048971594,funny,1,person
21,monkey,funny,smart,playful,40,0.595,0.151932002,0.024022559,0.048590212,smart,2,person
21,monkey,funny,smart,playful,40,0.5475,0.138998248,0.021977553,0.044453796,playful,3,person
22,owl,wise,quiet,nocturnal,40,0.66375,0.241652298,0.038208583,0.077284154,wise,1,animal
22,owl,wise,quiet,nocturnal,40,0.708125,0.210111959,0.033221618,0.067197064,quiet,2,animal
22,owl,wise,quiet,nocturnal,40,0.8575,0.148733973,0.023516906,0.047567432,nocturnal,3,animal
22,owl,wise,quiet,nocturnal,40,0.54875,0.132644454,0.02097293,0.042421755,wise,1,person
22,owl,wise,quiet,nocturnal,40,0.52,0.125217759,0.019798666,0.040046582,quiet,2,person
22,owl,wise,quiet,nocturnal,40,0.399375,0.162658946,0.025718638,0.052020855,nocturnal,3,person
23,ox,strong,big,slow,40,0.88875,0.109624943,0.017333225,0.035059758,strong,1,animal
23,ox,strong,big,slow,40,0.87625,0.123250579,0.019487628,0.039417447,big,2,animal
23,ox,strong,big,slow,40,0.7575,0.185465457,0.029324664,0.059314731,slow,3,animal
23,ox,strong,big,slow,40,0.559375,0.164052007,0.0259389,0.052466377,strong,1,person
23,ox,strong,big,slow,40,0.53875,0.157397708,0.024886763,0.050338229,big,2,person
23,ox,strong,big,slow,40,0.51,0.123100959,0.019463971,0.039369597,slow,3,person
24,penguin,cold,cute,funny,40,0.776875,0.178345989,0.028198977,0.057037814,cold,1,animal
24,penguin,cold,cute,funny,40,0.820625,0.144546982,0.022854885,0.046228368,cute,2,animal
24,penguin,cold,cute,funny,40,0.660625,0.250888645,0.039668978,0.080238081,funny,3,animal
24,penguin,cold,cute,funny,40,0.398125,0.209271286,0.033088696,0.066928204,cold,1,person
24,penguin,cold,cute,funny,40,0.505,0.168344123,0.026617543,0.053839062,cute,2,person
24,penguin,cold,cute,funny,40,0.54875,0.188274043,0.02976874,0.06021296,funny,3,person
25,pig,dirty,fat,smelly,40,0.770625,0.189794719,0.03000918,0.060699296,dirty,1,animal
25,pig,dirty,fat,smelly,40,0.80125,0.154105151,0.024366164,0.049285218,fat,2,animal
25,pig,dirty,fat,smelly,40,0.79625,0.15489347,0.024490808,0.049537335,smelly,3,animal
25,pig,dirty,fat,smelly,40,0.37125,0.177640338,0.028087404,0.056812136,dirty,1,person
25,pig,dirty,fat,smelly,40,0.45625,0.159802562,0.025267004,0.051107339,fat,2,person
25,pig,dirty,fat,smelly,40,0.39625,0.183672472,0.029041168,0.058741306,smelly,3,person
26,rabbit,fast,furry,cute,40,0.858125,0.12727261,0.020123567,0.040703755,fast,1,animal
26,rabbit,fast,furry,cute,40,0.87,0.112118298,0.01772746,0.035857171,furry,2,animal
26,rabbit,fast,furry,cute,40,0.810625,0.157696509,0.024934007,0.05043379,cute,3,animal
26,rabbit,fast,furry,cute,40,0.509375,0.162678649,0.025721753,0.052027156,fast,1,person
26,rabbit,fast,furry,cute,40,0.168125,0.171623797,0.027136105,0.054887953,furry,2,person
26,rabbit,fast,furry,cute,40,0.515625,0.156656522,0.024769571,0.050101186,cute,3,person
27,shark,scary,mean,dangerous,40,0.849375,0.147140207,0.023264909,0.047057721,scary,1,animal
27,shark,scary,mean,dangerous,40,0.74125,0.221558437,0.035031465,0.070857826,mean,2,animal
27,shark,scary,mean,dangerous,40,0.845,0.139389695,0.022039446,0.044578987,dangerous,3,animal
27,shark,scary,mean,dangerous,40,0.405,0.18197633,0.028772984,0.058198854,scary,1,person
27,shark,scary,mean,dangerous,40,0.426875,0.176721161,0.027942069,0.056518169,mean,2,person
27,shark,scary,mean,dangerous,40,0.395,0.182328247,0.028828627,0.058311402,dangerous,3,person
28,sheep,wooly,fluffy,dumb,40,0.888125,0.10845469,0.017148192,0.034685493,wooly,1,animal
28,sheep,wooly,fluffy,dumb,40,0.85625,0.131528246,0.020796442,0.042064774,fluffy,2,animal
28,sheep,wooly,fluffy,dumb,40,0.6875,0.191903421,0.030342595,0.061373692,dumb,3,animal
28,sheep,wooly,fluffy,dumb,40,0.16625,0.161180541,0.025484881,0.051548038,wooly,1,person
28,sheep,wooly,fluffy,dumb,40,0.17625,0.170590039,0.026972654,0.054557341,fluffy,2,person
28,sheep,wooly,fluffy,dumb,40,0.430625,0.141702955,0.022405205,0.045318804,dumb,3,person
29,tiger,striped,fierce,scary,40,0.89625,0.110730384,0.017508011,0.035413295,striped,1,animal
29,tiger,striped,fierce,scary,40,0.85375,0.128919325,0.020383935,0.0412304,fierce,2,animal
29,tiger,striped,fierce,scary,40,0.818125,0.142997613,0.022609908,0.045732855,scary,3,animal
29,tiger,striped,fierce,scary,40,0.109375,0.150819078,0.02384659,0.048234281,striped,1,person
29,tiger,striped,fierce,scary,40,0.38625,0.193064856,0.030526234,0.061745136,fierce,2,person
29,tiger,striped,fierce,scary,40,0.374375,0.193192436,0.030546406,0.061785938,scary,3,person
30,whale,large,graceful,majestic,40,0.923125,0.076037166,0.012022532,0.024317865,large,1,animal
30,whale,large,graceful,majestic,40,0.7425,0.194079022,0.030686588,0.062069482,graceful,2,animal
30,whale,large,graceful,majestic,40,0.776875,0.176539701,0.027913378,0.056460135,majestic,3,animal
30,whale,large,graceful,majestic,40,0.519375,0.154887004,0.024489786,0.049535267,large,1,person
30,whale,large,graceful,majestic,40,0.465,0.164160647,0.025956077,0.052501122,graceful,2,person
30,whale,large,graceful,majestic,40,0.38875,0.183270677,0.028977638,0.058612806,majestic,3,person
31,wolf,scary,mean,angry,40,0.730625,0.19236113,0.030414965,0.061520074,scary,1,animal
31,wolf,scary,mean,angry,40,0.689375,0.210226336,0.033239702,0.067233644,mean,2,animal
31,wolf,scary,mean,angry,40,0.63375,0.240895099,0.038088859,0.07704199,angry,3,animal
31,wolf,scary,mean,angry,40,0.37875,0.149416601,0.023624839,0.047785747,scary,1,person
31,wolf,scary,mean,angry,40,0.419375,0.158669094,0.025087787,0.050744838,mean,2,person
31,wolf,scary,mean,angry,40,0.43625,0.164370399,0.025989242,0.052568204,angry,3,person
32,zebra,striped,exotic,fast,40,0.928125,0.085520184,0.013521928,0.027350682,striped,1,animal
32,zebra,striped,exotic,fast,40,0.793125,0.173850391,0.02748816,0.055600052,exotic,2,animal
32,zebra,striped,exotic,fast,40,0.76,0.166775605,0.026369539,0.053337426,fast,3,animal
32,zebra,striped,exotic,fast,40,0.120625,0.146965841,0.02323734,0.047001956,striped,1,person
32,zebra,striped,exotic,fast,40,0.238125,0.186910398,0.029553129,0.059776845,exotic,2,person
32,zebra,striped,exotic,fast,40,0.50875,0.138159839,0.021844989,0.04418566,fast,3,person
