workerid,gender,age,income,categoryID,order,animal,name,a_1,a_2,a_3,a_4,a_5,a_6,a_7,a_8,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8
A1EO7HJ1ERB7GJ,M,35,4,18,1,horse,Ivan,-1.21621808911,0.946781893378,0.466115230602,-0.975884757725,-0.735551426338,1.30728189046,1.54761522185,0.345948564908,1.18711522477,0.225781899214,-0.615384760644,-0.855718092031,0.70644856199,-1.09605142342,0.466115230602,0.70644856199
A1EO7HJ1ERB7GJ,M,35,4,25,2,pig,Jake,1.54761522185,-1.21621808911,1.06694855907,-1.21621808911,-1.09605142342,0.826615227684,-1.21621808911,0.946781893378,0.466115230602,-0.615384760644,0.826615227684,-0.855718092031,-0.615384760644,0.345948564908,-0.975884757725,0.345948564908
A1EO7HJ1ERB7GJ,M,35,4,8,3,cow,Henry,1.30728189046,-1.21621808911,1.30728189046,-1.21621808911,-1.21621808911,0.946781893378,-1.09605142342,1.06694855907,1.06694855907,-1.33638475481,0.946781893378,-1.21621808911,-1.09605142342,0.946781893378,-1.21621808911,1.06694855907
A1EO7HJ1ERB7GJ,M,35,4,21,4,monkey,Tom,1.78794855324,-1.33638475481,0.826615227684,-1.4565514205,0.946781893378,-1.09605142342,0.826615227684,-1.33638475481,1.30728189046,-1.09605142342,1.06694855907,-1.09605142342,-1.33638475481,0.946781893378,-1.21621808911,0.826615227684
A1EO7HJ1ERB7GJ,M,35,4,1,5,ant,Albert,-0.49521809495,-0.735551426338,0.345948564908,0.586281896296,0.586281896296,0.70644856199,-0.735551426338,-1.09605142342,-0.0145514321739,-1.33638475481,0.946781893378,-1.09605142342,0.826615227684,1.06694855907,0.946781893378,1.18711522477
A1EO7HJ1ERB7GJ,M,35,4,10,6,dolphin,Alex,0.946781893378,-1.09605142342,-0.975884757725,0.946781893378,0.946781893378,-1.09605142342,0.466115230602,0.586281896296,1.06694855907,-0.735551426338,-0.735551426338,0.70644856199,0.826615227684,0.466115230602,-0.735551426338,-1.09605142342
A1EO7HJ1ERB7GJ,M,35,4,32,7,zebra,Victor,0.946781893378,0.826615227684,-0.975884757725,0.946781893378,-1.21621808911,-1.4565514205,0.946781893378,-0.375051429256,0.826615227684,-0.615384760644,0.70644856199,0.826615227684,0.70644856199,-0.855718092031,-0.975884757725,0.70644856199
A1EO7HJ1ERB7GJ,M,35,4,15,8,frog,Ethan,0.826615227684,1.30728189046,-1.33638475481,0.826615227684,0.946781893378,-1.09605142342,-1.4565514205,-1.21621808911,0.826615227684,0.70644856199,-1.21621808911,0.826615227684,-0.975884757725,-0.735551426338,0.70644856199,0.946781893378
A1EO7HJ1ERB7GJ,M,35,4,22,9,owl,Harry,0.826615227684,-1.21621808911,0.826615227684,0.946781893378,0.946781893378,-0.855718092031,-1.21621808911,-0.975884757725,-0.975884757725,-1.21621808911,0.826615227684,0.946781893378,-1.09605142342,0.826615227684,-0.855718092031,-0.855718092031
A1EO7HJ1ERB7GJ,M,35,4,5,10,bird,Patrick,0.586281896296,0.946781893378,1.06694855907,-1.5767180862,0.70644856199,0.946781893378,-0.975884757725,-1.4565514205,1.06694855907,-0.855718092031,-1.81705141758,2.02828188462,-0.975884757725,0.946781893378,-1.09605142342,0.826615227684
A1EO7HJ1ERB7GJ,M,35,4,29,11,tiger,Luke,1.18711522477,0.586281896296,1.90811521893,0.345948564908,-0.855718092031,-0.855718092031,-1.5767180862,-1.4565514205,-0.855718092031,-1.09605142342,-1.09605142342,-1.69688475189,0.826615227684,0.826615227684,0.10561523352,1.42744855615
A1EO7HJ1ERB7GJ,M,35,4,7,12,cat,George,1.18711522477,0.225781899214,1.18711522477,0.345948564908,0.10561523352,-0.49521809495,-2.05738474897,-2.17755141466,-0.615384760644,-0.975884757725,0.586281896296,1.06694855907,0.826615227684,-0.735551426338,-1.09605142342,-0.855718092031
A1EO7HJ1ERB7GJ,M,35,4,11,13,duck,Fred,1.30728189046,1.42744855615,1.42744855615,1.66778188754,1.18711522477,-0.0145514321739,0.345948564908,0.466115230602,-0.975884757725,-0.0145514321739,-0.615384760644,0.10561523352,-0.855718092031,0.10561523352,-1.33638475481,0.225781899214
A1EO7HJ1ERB7GJ,M,35,4,30,14,whale,Calvin,0.345948564908,1.30728189046,-1.4565514205,-1.21621808911,0.586281896296,0.946781893378,-0.735551426338,-1.4565514205,-0.615384760644,-0.735551426338,0.70644856199,0.70644856199,-0.975884757725,-0.975884757725,0.225781899214,0.345948564908
A1EO7HJ1ERB7GJ,M,35,4,9,15,dog,Bob,2.26861521601,0.946781893378,2.26861521601,-1.09605142342,-0.615384760644,-0.615384760644,0.826615227684,0.225781899214,0.345948564908,0.345948564908,-0.49521809495,0.225781899214,-0.735551426338,-0.975884757725,0.225781899214,0.466115230602
