animal,1,1,1,0.004544966302143465,1
animal,1,1,0,0.0018152196087996872,1
animal,1,0,1,0.0021360525581761002,1
animal,1,0,0,0.001710663857299904,1
animal,0,1,1,0.000597410258690942,1
animal,0,1,0,0.0003898922185568558,1
animal,0,0,1,0.00045542898525439507,1
animal,0,0,0,0.00033271644017876886,1
person,1,1,1,0.18901155531758448,1
person,1,1,0,0.1722207492192283,1
person,1,0,1,0.16829367491580033,1
person,1,0,0,0.1619871157690776,1
person,0,1,1,0.08281002992886193,1
person,0,1,0,0.07494640166295984,1
person,0,0,1,0.07259212774009197,1
person,0,0,0,0.06615599521729557,1
animal,1,1,1,0.002929865011359123,2
animal,1,1,0,0.0008980522160933117,2
animal,1,0,1,0.0016137325453916152,2
animal,1,0,0,0.0007589617706826031,2
animal,0,1,1,0.0020168070028026217,2
animal,0,1,0,0.000691502373497561,2
animal,0,0,1,0.0011292180313925918,2
animal,0,0,0,0.0005657282167776367,2
person,1,1,1,0.10362188703783216,2
person,1,1,0,0.12602103397490885,2
person,1,0,1,0.13827906502175477,2
person,1,0,0,0.15190910580283323,2
person,0,1,1,0.10452065857168007,2
person,0,1,0,0.11573942478072896,2
person,0,0,1,0.11081051581833964,2
person,0,0,0,0.1384944418239252,2
animal,1,1,1,0.0026972171845889466,3
animal,1,1,0,0.0016614193049709282,3
animal,1,0,1,0.0016714922021128053,3
animal,1,0,0,0.0013119647052491133,3
animal,0,1,1,0.0009838851960512949,3
animal,0,1,0,0.0008168075778897335,3
animal,0,0,1,0.0006853734733620301,3
animal,0,0,0,0.0006729280847353475,3
person,1,1,1,0.1580268015445997,3
person,1,1,0,0.16136425217166253,3
person,1,0,1,0.14139241793277177,3
person,1,0,0,0.13473009214832674,3
person,0,1,1,0.09775003256606835,3
person,0,1,0,0.10323537670185289,3
person,0,0,1,0.09203673122099476,3
person,0,0,0,0.1009632079847631,3
animal,1,1,1,0.002324415898340823,4
animal,1,1,0,0.0022023015288903146,4
animal,1,0,1,0.0013786571904715707,4
animal,1,0,0,0.0013519515567623549,4
animal,0,1,1,0.0009533421839072848,4
animal,0,1,0,0.0009737470997849453,4
animal,0,0,1,0.0006120926837055644,4
animal,0,0,0,0.0005942820247684382,4
person,1,1,1,0.15076487159350643,4
person,1,1,0,0.15346780185665618,4
person,1,0,1,0.15158350883140675,4
person,1,0,0,0.1555987129540912,4
person,0,1,1,0.08739241129881274,4
person,0,1,0,0.10383203853155169,4
person,0,0,1,0.08905716374211517,4
person,0,0,0,0.09791270102522859,4
animal,1,1,1,0.002035211981799994,5
animal,1,1,0,0.0018870678424827694,5
animal,1,0,1,0.001284570472019603,5
animal,1,0,0,0.0012538213734540745,5
animal,0,1,1,0.0010601383637919555,5
animal,0,1,0,0.0009831280620759349,5
animal,0,0,1,0.0008053733760470379,5
animal,0,0,0,0.0007683110003152628,5
person,1,1,1,0.14985578652356696,5
person,1,1,0,0.15483517279146153,5
person,1,0,1,0.14464811408133396,5
person,1,0,0,0.1586451777549195,5
person,0,1,1,0.0944975146124495,5
person,0,1,0,0.09549967885678635,5
person,0,0,1,0.08823518591208089,5
person,0,0,0,0.10370574699541474,5
animal,1,1,1,0.0038235366668882944,6
animal,1,1,0,0.0020677421631908693,6
