1,ant
2,bat
3,bear
4,bee
5,bird
6,buffalo
7,cat
8,cow
9,dog
10,dolphin
11,duck
12,elephant
13,fish
14,fox
15,frog
16,goat
17,goose
18,horse
19,kangaroo
20,lion
21,monkey
22,owl
23,ox
24,penguin
25,pig
26,rabbit
27,shark
28,sheep
29,tiger
30,whale
31,wolf
32,zebra
