workerid,utteranceType,trial_type,animalID,feature,animal,alternative,utterance,response
2,literal,multi_slider,7,loyal,penguin,dog,funny,0.97
2,literal,multi_slider,7,loyal,penguin,hyena,funny,0
2,literal,multi_slider,7,lazy,penguin,monkey,funny,0.44
2,literal,multi_slider,7,lazy,penguin,man,funny,0.21
2,literal,multi_slider,7,lazy,penguin,penguin,funny,0.34
2,literal,multi_slider,7,lazy,penguin,average man,funny,0.28
2,literal,multi_slider,7,lazy,penguin,cat,funny,0.78
2,literal,multi_slider,7,lazy,penguin,kitten,funny,0.12
2,literal,multi_slider,7,lazy,penguin,dog,funny,0.37
2,literal,multi_slider,7,lazy,penguin,hyena,funny,0.26
3,figurative,multi_slider,9,smart,cheetah,cheetah,cheetah,0.39
3,figurative,multi_slider,9,smart,cheetah,cat,cheetah,0.34
3,figurative,multi_slider,9,smart,cheetah,man,cheetah,0.7
3,figurative,multi_slider,9,smart,cheetah,jaguar,cheetah,0.5
3,figurative,multi_slider,9,smart,cheetah,monkey,cheetah,0.34
3,figurative,multi_slider,9,smart,cheetah,deer,cheetah,0.29
3,figurative,multi_slider,9,smart,cheetah,average man,cheetah,0.83
3,figurative,multi_slider,9,fast,cheetah,cheetah,cheetah,0.93
3,figurative,multi_slider,9,fast,cheetah,cat,cheetah,0.17
3,figurative,multi_slider,9,fast,cheetah,man,cheetah,0.91
3,figurative,multi_slider,9,fast,cheetah,jaguar,cheetah,0.81
3,figurative,multi_slider,9,fast,cheetah,monkey,cheetah,0.43
3,figurative,multi_slider,9,fast,cheetah,deer,cheetah,0.6
3,figurative,multi_slider,9,fast,cheetah,average man,cheetah,0.27
3,figurative,multi_slider,9,dumb,cheetah,cheetah,cheetah,0.26
3,figurative,multi_slider,9,dumb,cheetah,cat,cheetah,0.74
3,figurative,multi_slider,9,dumb,cheetah,man,cheetah,0.09
3,figurative,multi_slider,9,dumb,cheetah,jaguar,cheetah,0.33
3,figurative,multi_slider,9,dumb,cheetah,monkey,cheetah,0.35
