height,man,litA,0,0.013072819193405767
height,man,litA,1,0.04439253472637332
height,man,litA,2,0.06165970735854832
height,man,litA,3,0.08948687699769609
height,man,litA,4,0.15772384833031525
height,man,litA,5,0.26418316750310405
height,man,litA,6,0.19252165434423846
height,man,litA,7,0.09930759137452043
height,man,litA,8,0.056839561107960054
height,man,litA,9,0.020812239063838306
height,man,litB,0,0.0075342275218453665
height,man,litB,1,0.030104502185819372
height,man,litB,2,0.049201900930965055
height,man,litB,3,0.07767421202336879
height,man,litB,4,0.14761565203465773
height,man,litB,5,0.2650016042709319
height,man,litB,6,0.206950461161469
height,man,litB,7,0.11483918936518119
height,man,litB,8,0.0716285226114855
height,man,litB,9,0.0294497278942762
height,man,animalA,0,0.06828735158863698
height,man,animalA,1,0.165382485884303
height,man,animalA,2,0.11630117840341547
height,man,animalA,3,0.11591904099379646
height,man,animalA,4,0.14499998750448978
height,man,animalA,5,0.18819800324727803
height,man,animalA,6,0.11274791656041581
height,man,animalA,7,0.05162365263442244
height,man,animalA,8,0.02682823774572266
height,man,animalA,9,0.009712145437519538
height,man,animalB,0,0.007265612204587409
height,man,animalB,1,0.023827193870473166
height,man,animalB,2,0.03529163073510032
height,man,animalB,3,0.05705375236260023
height,man,animalB,4,0.11035345808149234
height,man,animalB,5,0.2078100420180502
height,man,animalB,6,0.1896284115125068
height,man,animalB,7,0.14022177568183694
height,man,animalB,8,0.13498460059239964
height,man,animalB,9,0.09356352294095296
height,woman,litA,0,0.01595516543453998
height,woman,litA,1,0.05795660907219663
height,woman,litA,2,0.10575636597246277
height,woman,litA,3,0.1681745894966038
height,woman,litA,4,0.27724833098303936
height,woman,litA,5,0.21304133451210766
height,woman,litA,6,0.08437859349166756
height,woman,litA,7,0.045359154603498826
height,woman,litA,8,0.021754183408921022
height,woman,litA,9,0.010375673024962461
height,woman,litB,0,0.01098045025174432
height,woman,litB,1,0.04483142190909978
height,woman,litB,2,0.09151369481780833
height,woman,litB,3,0.15591818372158245
height,woman,litB,4,0.2742324827381865
height,woman,litB,5,0.22461472296738563
height,woman,litB,6,0.09539147658201225
height,woman,litB,7,0.05545153833191111
height,woman,litB,8,0.030138170182348767
height,woman,litB,9,0.016927858497920986
height,woman,animalA,0,0.0671909609254582
height,woman,animalA,1,0.1672632981815051
height,woman,animalA,2,0.14851322352041463
height,woman,animalA,3,0.16763115889032248
height,woman,animalA,4,0.2127424303782308
height,woman,animalA,5,0.14187792898382082
height,woman,animalA,6,0.04965260903466207
height,woman,animalA,7,0.02563680790198684
height,woman,animalA,8,0.012875664068820208
height,woman,animalA,9,0.0066159181147789365
height,woman,animalB,0,0.008218134895052838
height,woman,animalB,1,0.029312998289033512
height,woman,animalB,2,0.05694241111230463
height,woman,animalB,3,0.10391223145755261
height,woman,animalB,4,0.20033328972842954
height,woman,animalB,5,0.19765177934152267
height,woman,animalB,6,0.1164457636289908
height,woman,animalB,7,0.10040344746115427
height,woman,animalB,8,0.0998011546808512
height,woman,animalB,9,0.08697878940510802
