weight,man,litA,0,0.029750339046217922
weight,man,litA,1,0.04525792375874051
weight,man,litA,2,0.08014397257340725
weight,man,litA,3,0.11728553745708718
weight,man,litA,4,0.15551043969754708
weight,man,litA,5,0.1719921761521332
weight,man,litA,6,0.1624834087830862
weight,man,litA,7,0.13098578082829349
weight,man,litA,8,0.09764836961155424
weight,man,litA,9,0.008942052091932967
weight,man,litB,0,0.015999380508994764
weight,man,litB,1,0.03164525887796697
weight,man,litB,2,0.06376913240887352
weight,man,litB,3,0.10088486827654182
weight,man,litB,4,0.14470123575654745
weight,man,litB,5,0.17315713508125707
weight,man,litB,6,0.17684905408725915
weight,man,litB,7,0.1540426256145915
weight,man,litB,8,0.1254173473752218
weight,man,litB,9,0.013533962012745945
weight,man,animalA,0,0.1583840793135458
weight,man,animalA,1,0.12295893517984131
weight,man,animalA,2,0.11757944791952599
weight,man,animalA,3,0.1303508830502042
weight,man,animalA,4,0.13674474248972318
weight,man,animalA,5,0.12278695011969207
weight,man,animalA,6,0.09741820714811318
weight,man,animalA,7,0.06619436137148478
weight,man,animalA,8,0.04273760929352036
weight,man,animalA,9,0.00484478411434902
weight,man,animalB,0,0.014497423810021703
weight,man,animalB,1,0.023026798963261784
weight,man,animalB,2,0.04338048824618795
weight,man,animalB,3,0.07063672375512987
weight,man,animalB,4,0.10728182217776525
weight,man,animalB,5,0.13916085826496238
weight,man,animalB,6,0.16077236520267282
weight,man,animalB,7,0.16968066616165411
weight,man,animalB,8,0.21598248339966383
weight,man,animalB,9,0.05558037001868019
weight,woman,litA,0,0.02319202910191993
weight,woman,litA,1,0.10740299090484984
weight,woman,litA,2,0.17004825535633938
weight,woman,litA,3,0.17749117077878734
weight,woman,litA,4,0.15942122948282134
weight,woman,litA,5,0.1293738288927092
weight,woman,litA,6,0.10013467826197145
weight,woman,litA,7,0.0765634531528548
weight,woman,litA,8,0.05127158845513196
weight,woman,litA,9,0.005100775612614899
weight,woman,litB,0,0.013664699142747103
weight,woman,litB,1,0.08382486868607038
weight,woman,litB,2,0.14442319635216014
weight,woman,litB,3,0.16272027076980505
weight,woman,litB,4,0.1583003954456236
weight,woman,litB,5,0.13939395973766328
weight,woman,litB,6,0.11713489114927676
weight,woman,litB,7,0.09733834794791706
weight,woman,litB,8,0.07344338392280814
weight,woman,litB,9,0.0097559868459284
weight,woman,animalA,0,0.12877241406010703
weight,woman,animalA,1,0.18519872967859796
weight,woman,animalA,2,0.18562142386986194
weight,woman,animalA,3,0.15905586501594704
weight,woman,animalA,4,0.12296893195594652
weight,woman,animalA,5,0.08707705423436966
weight,woman,animalA,6,0.06039304352524265
weight,woman,animalA,7,0.04099227538069605
weight,woman,animalA,8,0.026039941241106066
weight,woman,animalA,9,0.0038803210381250144
weight,woman,animalB,0,0.012006857184421228
weight,woman,animalB,1,0.04703407989140435
weight,woman,animalB,2,0.0863453813097292
weight,woman,animalB,3,0.10943196417082242
weight,woman,animalB,4,0.12255675885308431
weight,woman,animalB,5,0.12611587047379996
weight,woman,animalB,6,0.1279400238453086
weight,woman,animalB,7,0.1357625488751179
weight,woman,animalB,8,0.17812106303800385
weight,woman,animalB,9,0.054685452358308226
